ID	redshift	LF(Ha) MAST	LF err(Ha) MAST	LF(Ha) JADES	LF err(Ha) JADES	LF(Hb) MAST	LF err(Hb) MAST	LF(Hb) JADES	LF err(Hb) JADES	LF([OIII]4959) MAST	LF err([OIII]4959) MAST	LF([OIII]4959) JADES	LF err([OIII]4959) JADES	LF([OIII]5007) MAST	LF err([OIII]5007) MAST	LF([OIII]5007) JADES	LF err([OIII]5007) JADES
3184	3.46762	1.7170804071845494	0.03862621709601231	1.1985089860966038	0.037986551147688674	0.7560468984581279	0.03424904503609521	0.4489596261229292	0.025336681095876327	1.4768366912653168	0.034568143428277916	0.8627717315082316	0.021013140815177356	3.7303989507338486	0.04591391113835007	2.3100487557651492	0.027908920757047297
3334	6.70593																
3968	5.76847043540196																
4197	3.748809	0.08076506259286084	0.09288917122448301	0.07996627043845997	0.12460652612042186												
4270	4.02261238702772					0.8545588535194059	0.026334284272712016	0.5899291203235849	0.018644860038636038	1.4873995689247226	0.04071273120311577	1.3597162335805166	0.022026546892929346	4.4839718835121545	0.03997352833092149	3.8334220665080743	0.0207073885100072
4282	3.599695	0.08469767785408716	0.021709458863705625	0.06004489011337941	0.05334796197971882	-0.004762604667137464	0.02365591657966727	0.0350317677232573	0.04095720540047033	0.041760892849341646	0.02158027453409186	0.14326141816939914	0.05031854679124765	0.09460972586472745	0.018906342501331993	0.14343685769660053	0.040244352300805884
4297	6.712776																
4404	5.763688																
5329	3.5873007444784	0.24866560515384833	0.021051293887914546	0.22522976910628492	0.027224400658017234	0.032074733614192705	0.013173183255233478	0.03041215444116584	0.015078871490086278	0.1217965897050971	0.017899380469653024	0.10810265267981331	0.02800284996516213	0.32043561060070197	0.019233290751992194	0.28717466027288185	0.030090256534559916
5457	4.8631511339788																
5759	5.05189382127941					0.13203005802739615	0.055133648867709814	0.08352553157482293	0.02847509121535765								
6002	5.93685818347379																
6246	5.56159788939357																
6384	5.61541238216689																
7507	4.04428024657048					0.19562447653011292	0.02231865021445864	0.143816091526359	0.02395479363002701	0.34002502153331043	0.021691684438642517	0.266810462290009	0.02864523831008287	0.7480842924808754	0.018440193339025107	0.6244334955363309	0.022231897106584953
7624	4.845									-0.002619190586859292	0.028185830318259	0.04929111451625746	0.039920389636017545	0.030721137017921132	0.02332202956991497	0.05145643901586508	0.03303534991699664
7762	4.14863310108243					0.17377007117994445	0.011243163477815107	0.2191017411006182	0.009093408507098883	0.42445277136779236	0.00879392967757853	0.42440629299078536	0.012373303990065905	1.2206367577354746	0.008618408555295741	1.1641887735142893	0.012127466603915305
7809	3.57819206358422					0.20416128894694643	0.03607345288125635	0.29988394904510074	0.04285241787305865	0.8313220436167233	0.0514836845980482	0.6646699326439246	0.044444278289086446	1.8039135123125145	0.04370612254450002	1.4196733773835533	0.03773260184467644
7892	4.22872754610498					0.15639311903361416	0.010202938307987814	0.15379183798562704	0.012777810970202613	0.34514157980059673	0.009876942089075158	0.34492999007813696	0.010791369091589531	0.9570453450986823	0.012494773310497496	0.9396245428911846	0.0136520732619113
7938	4.80631123887867					0.17961236063183908	0.01512844468294979	0.17960307667472977	0.027094976153057372	0.3855420910265903	0.017161120289895058	0.4140115188081526	0.02039570569536437	1.1085363681338725	0.024755823601375633	1.3232526882224172	0.03223367442552289
8013	8.47315																
8079	7.258982																
8083	4.6487198664651					0.4457761715293969	0.011198699166639795	0.4740003801684141	0.017303793998740057								
8113	4.90277103561231																
9422	5.935895																
9452	5.12243857379367					0.052388501733775954	0.03369326965728905	-0.06728931813255752	0.0603451263181297	0.14744620934911917	0.039036928342445876	0.00896017136655701	0.07417476233994937	0.5174474559864438	0.04413963113029983	0.5479613475972933	0.0838809083708901
9743	5.44012039584156					0.006935244571378961	0.024061465451120402	0.03177431421462821	0.042554957987401776								
16625	6.630648																
16745	5.56655234405774																
17072	4.70200977971638					0.0028219915892288066	0.009773304179156667	0.013590692494595593	0.012640949389247562	0.049609322575955	0.009813042571299618	0.02603238791678918	0.011516997578837151	0.1137270977065035	0.010754332004543576	0.1023171881052639	0.01129266072060044
17260	4.88512714601353					0.004747790288892079	0.006252222803987726	0.007991576171006069	0.010567748509697213	0.00021607644039879436	0.009658043224537078	0.037482629570823336	0.012037517059065259	0.06572481002045023	0.015694967003491052	0.0378332183893344	0.01749974763858898
17566	6.101534																
17777	4.13366013096712									0.12522769502475295	0.010079378146617468	0.13515373795659358	0.016648352538739645	0.32432186476332636	0.010684073570842804	0.3470194218637946	0.017649791141468082
18028	3.73094591607022	0.11298121842548464	0.020465064752437905	0.18042338104431987	0.031640393062161674	0.055564332379813994	0.027214225305565914	0.14296524183027068	0.030799958298010726	0.05335760797589283	0.01893792372530084	0.044996889650437015	0.02239860335233759	0.17372946243918647	0.020344065299246237	0.17379379774868473	0.029059431394720284
18090	4.77562372049334					0.2681530073513298	0.02352076761539301	0.2945843958204135	0.022872242785277552	0.6445796414840017	0.02152409853041069	0.6442702579750761	0.024804572865021832	2.071345596727441	0.02983473082488425	2.10293992231447	0.037671192521386385
18846	6.335054																
18970	3.72458828704365	1.319311306316015	0.02390392175457895	2.3053554564707817	0.05320509244627005	0.503643312952777	0.028859611929965497	0.7715945371190491	0.06614184895325499	0.7137322688391013	0.03381847123270439	1.158948949278874	0.052212888729931156	1.98610388701267	0.03316944704290828	3.0660311763835058	0.056104975681014566
18976	6.327052																
19342	5.974287																
19519	3.60450973158305	0.8382837727081479	0.019410530015182514	0.796886638792771	0.02257639301422383	0.3628238372045352	0.012693344901973503	0.3300055039398269	0.0209095792371596	0.5933966288492447	0.013268319946410333	0.5349039954818811	0.02019138478496953	1.6561104373993916	0.013925690900962295	1.497064946440901	0.02119481861437876
19606	5.88913558713673																
20961	7.04457065169479																
22251	5.79838391626917																
10000626	4.46468607001795					0.04347139134802547	0.009083813389262289	0.06187990718761894	0.013066300423583298	0.04309716810569101	0.009365036598840987	0.03237587111737455	0.01299721538413047	0.19391227191984978	0.010861744057065595	0.19800760691037644	0.015076097063242524
10001587	3.43070237834676	0.05074424356923929	0.013956433848843377	0.056929799219114764	0.020276683616981244	0.010785969602878897	0.0128723631310939	0.01759641720803548	0.011994534634511214	0.05286271993851411	0.009903453849552808	0.0485518452270513	0.01186430899443887	0.07513019383046807	0.008200982578872444	0.04733120424334651	0.009492707296996002
10001892	4.770522					0.000736246391335865	0.011236099135781434	0.0031340570721488468	0.017693681031940092	-0.005178028886046803	0.011711931876854723	0.008926722897499262	0.0170717550718825	0.07581394125285504	0.011487098472014652	0.05122416776291961	0.01674590741111532
10005113	5.820838																
10005217	4.8883230178694					0.11648441517780965	0.007732569215768479	0.13615876307787203	0.011162284558008917	0.17516732330872312	0.013763523964227193	0.20274416045444793	0.01928267954117699	0.5445248152110853	0.011724446040175375	0.6502121467565647	0.0161467844506876
10005447	6.62257640301802																
10009506	3.59928686455817	0.8965100872189846	0.0186307822041986	1.001921034304374	0.04093378033032007	0.36167230595400846	0.0157790615687843	0.40047242904184704	0.0149573802802241	0.8305563086173773	0.013732483178135132	0.8815272413699365	0.019819808850468544	2.3791647738394626	0.013472413938889675	2.5017718817594545	0.01944554269195611
10009693	6.28599376348805																
10009848	4.37					0.004137244963983851	0.014508649796153864	-0.0158712681484938	0.015545417417765625	-0.018058658349572376	0.019262755577320954	-0.004485311892379755	0.026457855720563025	0.0375998208178567	0.02258940622184015	0.03616725295847269	0.03351825737501252
10013545	4.03498294164463					0.22073601768616924	0.016178430165970228	0.25994801446285004	0.02208506953976492	0.4167670654066931	0.011795542832311367	0.5118347237116728	0.014527858265910869	1.2016046607847517	0.014169714697917085	1.62561273569951	0.015932740178323558
10013609	6.928894																
10013618	5.94372301071691																
10013620	5.91753186734937																
10013704	5.919825																
10013905	7.197212																
