ID	redshift	LF(Ha) MAST	LF err(Ha) MAST	LF(Ha) JADES	LF err(Ha) JADES	LF(Hb) MAST	LF err(Hb) MAST	LF(Hb) JADES	LF err(Hb) JADES	LF([OIII]4959) MAST	LF err([OIII]4959) MAST	LF([OIII]4959) JADES	LF err([OIII]4959) JADES	LF([OIII]5007) MAST	LF err([OIII]5007) MAST	LF([OIII]5007) JADES	LF err([OIII]5007) JADES
7507	4.04428024657048					1.956244765301129e-19	2.2318650214458642e-20	1.4381609152635898e-19	2.3954793630027013e-20	3.400250215333104e-19	1.2422659822111827e-19	2.66810462290009e-19	1.1139781321383433e-19	7.480842924808754e-19	4.580937794848943e-20	6.244334955363309e-19	3.968141237204815e-20
7624	4.845									-2.619190586859292e-21	3.330175274874192e-20	4.9291114516257457e-20	4.666316168248798e-20	3.0721137017921134e-20	2.7200313994668583e-20	5.145643901586508e-20	3.31227318772584e-20
7762	4.14863310108243					1.7377007117994443e-19	1.1243163477815108e-20	2.191017411006182e-19	9.093408507098883e-21	4.2445277136779237e-19	1.6543788906946788e-19	4.2440629299078537e-19	1.596526353690272e-19	1.2206367577354746e-18	5.52373471994395e-20	1.1641887735142892e-18	5.679283094336621e-20
7809	3.57819206358422					2.0416128894694644e-19	3.607345288125635e-20	2.9988394904510076e-19	4.285241787305865e-20	8.313220436167233e-19	2.9940191677958354e-19	6.646699326439246e-19	2.340056017245844e-19	1.8039135123125145e-18	1.1339936005923188e-19	1.4196733773835532e-18	9.868330393783201e-20
7892	4.22872754610498					1.5639311903361418e-19	1.0202938307987813e-20	1.5379183798562705e-19	1.2777810970202614e-20	3.4514157980059675e-19	1.2214328864368557e-19	3.4492999007813695e-19	1.2374695994360984e-19	9.570453450986823e-19	6.288528701322793e-20	9.396245428911846e-19	6.502941042189129e-20
7938	4.80631123887867					1.7961236063183908e-19	1.512844468294979e-20	1.7960307667472976e-19	2.7094976153057372e-20	3.8554209102659032e-19	1.3735325903069337e-19	4.140115188081526e-19	1.4772803687268079e-19	1.1085363681338724e-18	7.691652308792589e-20	1.3232526882224171e-18	9.19232957108907e-20
8013	8.47315																
8079	7.258982																
8083	4.6487198664651					4.457761715293969e-19	1.1198699166639795e-20	4.740003801684141e-19	1.7303793998740056e-20								
8113	4.90277103561231																
9422	5.935895																
9452	5.12243857379367					5.238850173377595e-20	3.369326965728905e-20	-6.728931813255752e-20	6.03451263181297e-20	1.4744620934911917e-19	6.714649931517207e-20	8.96017136655701e-21	1.1605643817160142e-19	5.174474559864439e-19	5.1442061399048886e-20	5.479613475972934e-19	8.302588427831234e-20
9743	5.44012039584156					6.935244571378961e-21	2.4061465451120402e-20	3.177431421462821e-20	4.2554957987401776e-20								
16625	6.630648																
16745	5.56655234405774																
17072	4.70200977971638					2.8219915892288065e-21	9.773304179156666e-21	1.3590692494595594e-20	1.2640949389247561e-20	4.9609322575955e-20	1.822784617970702e-20	2.603238791678918e-20	1.9219002864367764e-20	1.137270977065035e-19	1.3805030030614518e-20	1.023171881052639e-19	1.3072960575055725e-20
17260	4.88512714601353					4.747790288892078e-21	6.252222803987726e-21	7.99157617100607e-21	1.0567748509697213e-20	2.1607644039879436e-22	1.2098564468401208e-20	3.748262957082334e-20	1.457917412949914e-20	6.572481002045024e-20	1.3225741442732126e-20	3.78332183893344e-20	1.7986653080197546e-20
17566	6.101534																
17777	4.13366013096712									1.2522769502475296e-19	4.729948357572665e-20	1.3515373795659358e-19	5.0023113275683966e-20	3.243218647633264e-19	2.454341663056683e-20	3.470194218637946e-19	2.870877226825363e-20
18028	3.73094591607022	1.1298121842548465e-19	2.0465064752437907e-20	1.8042338104431987e-19	3.1640393062161675e-20	5.556433237981399e-20	2.7214225305565914e-20	1.4296524183027068e-19	3.0799958298010725e-20	5.335760797589283e-20	3.315363065317716e-20	4.4996889650437014e-20	3.0496671271546055e-20	1.7372946243918647e-19	2.5644164911507967e-20	1.7379379774868472e-19	2.8084130969659814e-20
18090	4.77562372049334					2.681530073513298e-19	2.352076761539301e-20	2.945843958204135e-19	2.2872242785277553e-20	6.445796414840017e-19	2.545536494910158e-19	6.442702579750761e-19	2.3673539414009813e-19	2.0713455967274406e-18	1.2656887219152686e-19	2.1029399223144698e-18	1.3265303395936662e-19
18846	6.335054																
18970	3.72458828704365	1.319311306316015e-18	2.390392175457895e-20	2.305355456470782e-18	5.320509244627005e-20	5.03643312952777e-19	2.88596119299655e-20	7.715945371190491e-19	6.614184895325499e-20	7.137322688391014e-19	2.6593708697830423e-19	1.158948949278874e-18	3.809619124502871e-19	1.98610388701267e-18	9.953108540775048e-20	3.0660311763835056e-18	1.51830983512576e-19
18976	6.327052																
19342	5.974287																
19519	3.60450973158305	8.382837727081479e-19	1.9410530015182513e-20	7.9688663879277095e-19	2.257639301422383e-20	3.628238372045352e-19	1.2693344901973504e-20	3.300055039398269e-19	2.09095792371596e-20	5.933966288492447e-19	2.6991326505068534e-19	5.34903995481881e-19	2.5682968460537154e-19	1.6561104373993915e-18	9.80844626483174e-20	1.497064946440901e-18	9.124157268160569e-20
19606	5.88913558713673																
20961	7.04457065169479																
22251	5.79838391626917																
10000626	4.46468607001795					4.347139134802547e-20	9.083813389262289e-21	6.187990718761894e-20	1.3066300423583298e-20	4.309716810569101e-20	2.3027409459750424e-20	3.2375871117374546e-20	2.6007976060187218e-20	1.9391227191984977e-19	1.2997766721154022e-20	1.9800760691037644e-19	1.5972228349110818e-20
10001587	3.43070237834676	5.074424356923929e-20	1.3956433848843376e-20	5.692979921911476e-20	2.0276683616981246e-20	1.0785969602878898e-20	1.28723631310939e-20	1.759641720803548e-20	1.1994534634511214e-20	5.286271993851411e-20	1.7560951934567275e-20	4.85518452270513e-20	1.6775391481336594e-20	7.513019383046806e-20	1.215245672592471e-20	4.7331204243346514e-20	1.0253578771990782e-20
10001892	4.770522					7.3624639133586505e-22	1.1236099135781435e-20	3.1340570721488467e-21	1.7693681031940093e-20	-5.1780288860468034e-21	1.305487665622588e-20	8.926722897499263e-21	2.018106030147717e-20	7.581394125285504e-20	1.0733561969306467e-20	5.1224167762919614e-20	1.2429382436180382e-20
10005113	5.820838																
10005217	4.8883230178694					1.1648441517780965e-19	7.732569215768479e-21	1.3615876307787204e-19	1.1162284558008917e-20	1.751673233087231e-19	1.0146234556487802e-19	2.0274416045444793e-19	1.192132819996306e-19	5.445248152110854e-19	3.170545332351082e-20	6.502121467565647e-19	3.541099435284204e-20
10005447	6.62257640301802																
10009506	3.59928686455817	8.965100872189846e-19	1.86307822041986e-20	1.0019210343043741e-18	4.093378033032007e-20	3.616723059540085e-19	1.5779061568784302e-20	4.0047242904184703e-19	1.49573802802241e-20	8.305563086173773e-19	3.465021698948134e-19	8.815272413699365e-19	3.734799375109317e-19	2.3791647738394623e-18	1.1837383408670668e-19	2.5017718817594545e-18	1.2523766601389876e-19
10009693	6.28599376348805																
10009848	4.37					4.137244963983851e-21	1.4508649796153863e-20	-1.58712681484938e-20	1.5545417417765625e-20	-1.8058658349572377e-20	1.880213129487173e-20	-4.485311892379755e-21	2.6603907515305013e-20	3.75998208178567e-20	1.8921810100260345e-20	3.616725295847269e-20	3.145322341478091e-20
10013545	4.03498294164463					2.2073601768616925e-19	1.6178430165970226e-20	2.5994801446285005e-19	2.208506953976492e-20	4.1676706540669313e-19	1.3578904818604567e-19	5.118347237116729e-19	1.8454024967898412e-19	1.2016046607847518e-18	6.95172665870797e-20	1.62561273569951e-18	7.630662581078347e-20
10013609	6.928894																
10013618	5.94372301071691																
10013620	5.91753186734937																
10013704	5.919825																
10013905	7.197212																
10015338	5.07627227996806					1.9242672990928464e-19	4.3823677117343395e-20	2.0203581222607121e-19	6.259395457142512e-20	2.8710669097194224e-19	1.1598586419582839e-19	4.2416792572321527e-19	1.565465995349185e-19	7.38995774809644e-19	5.008695647257959e-20	9.34760207726687e-19	6.752057891088984e-20
10016186	3.92792643507394					2.181550528562073e-19	1.1205389852874353e-20	2.3872471603263105e-19	1.6383630889392368e-20	3.5878922440902855e-19	1.2812797531454754e-19	3.6941402337031452e-19	1.4938830088531598e-19	1.0309100236301412e-18	5.3367021112156527e-20	1.0955093641152324e-18	5.865382403687984e-20
10016374	5.50325569707072																
10035295	3.58892350772953	1.1865869464444224e-18	2.3133212762971958e-20	1.2670901317082073e-18	2.5362200205334786e-20	4.02160595781248e-19	1.8753254886910507e-20	3.6083120530215676e-19	2.0655491292968726e-20	7.473219558184336e-19	3.5653281187612745e-19	7.0539444934756975e-19	3.693690984278306e-19	2.1446692496318687e-18	1.1491117081245133e-19	2.0475257499810834e-18	1.0778118486163435e-19
