ID	redshift	Flux (Ha 6563) MAST	F_err(Ha 6563) MAST	Flux (Ha 6563) JADES	F_err(Ha 6563) JADES	Flux (Hb 4861) MAST	F_err(Hb 4861) MAST	Flux (Hb 4861) JADES	F_err(Hb 4861) JADES	Flux ([OIII]4959) MAST	F_err([OIII]4959) MAST	Flux ([OIII]4959) JADES	F_err([OIII]4959) JADES	Flux ([OIII]5007) MAST	F_err([OIII]5007) MAST	Flux ([OIII]5007) JADES	F_err([OIII]5007) JADES	Flux ([NII]6583) MAST	F_err([NII]6583) MAST	Flux ([NII]6583) JADES	F_err([NII]6583) JADES
10005217	4.8883230178694	2.6788992028323584	0.03586948818904	3.49102721924296	0.0376347182929	0.7681862020993211	0.0442196430292633	0.9725401636754984	0.0616732999432758	1.0386759273350226	0.0574667694396831	1.20840813848255	0.0839244550887402	3.23332281277743	0.0563542956446477	3.808738428195167	0.0823230711532103	0.0223511116007875	0.3001371182962181	0.0127045430440637	0.4548039612412601
10005447	6.62257640301802	0.2302139190661442	0.0859207098592601	0.2527896638663746	0.1276752867600906	0.0020392628067638	0.0580078552196958	0.1695589303721345	0.0857761588505785	0.0748149907363655	0.0588201544911019	0.1435748798903914	0.0764277865371196	0.3265628507071801	0.0515957814217468	0.5103739761991914	0.0749694484465229	0.0777037362019989	0.10772943692457	0.0353579697076893	0.1384447225589763
10009506	3.59928686455817	4.272490659061275	0.0638485734622161	5.106128474279589	0.1096586097633378	1.8797954489187585	0.0541528304709638	1.841887582509871	0.0687932826510361	3.724928639415269	0.0576660690216954	3.807845952974117	0.0744443775117974	10.875546802589689	0.0565669922852233	10.60934859999405	0.0730238853547178	0.0874982681481267	0.5924077948771328	0.1055258361224894	0.6523838401418559
10009693	6.28599376348805	0.4020497479227548	0.085389162179732	0.7773699948258374	0.2222831348044077	0.0889809807566789	0.0799636536658618	0.0690842784124594	0.0885823790033419	0.0029640977265738	0.0640046001026104	0.0429161447617226	0.0912733492964425	0.5300380319921012	0.0627833120013374	0.5007676091036933	0.089531739235918	0.12817736537513	0.1006308891181415	0.6961769230838696	0.2227389959192835
10009848	4.37	0.0086460008090851	0.0500326991857449	0.1029663271499289	0.0725123050342046	0.0566111372094587	0.1033596449571695	0.2006340649908234	0.1267579087194134	0.096898559935341	0.0873337911691871	0.152784565035995	0.1295687625250897	0.080235712997169	0.0856538636780526	0.1293380458242574	0.1270964279161415	0.0119266816087216	0.039865780681149	0.1660836072998152	0.0691951907353285
10013545	4.03498294164463	2.6146272694193446	0.0635980441010258	4.907578328468384	0.0822382925602543	1.0891786462708568	0.0826016834054799	1.242699188089642	0.102135248850306	2.4325047225711423	0.0727533797421112	2.6987816880520565	0.0896051146538948	6.051267350129178	0.0713585214093231	8.186567173489651	0.0802370975959884	0.0852895679010127	0.365845941511181	0.0358289807747633	0.5221227224285615
10013609	6.928894			2.157249088235542	0.1302659718902117	0.6921196981313569	0.0886616271722418	0.6252227802850677	0.0812410345882365	0.922441341130406	0.0653479790341202	1.3201149816170317	0.117817584370244	2.9305224482274546	0.0573280019670442	3.590190793621995	0.1055000158434279			0.1502011775742895	0.2599388082808831
10013618	5.94372301071691	0.6852239273613967	0.0387260316101985	0.7469173609928017	0.0469515504789977	0.2831778626723501	0.0332660152158247	0.3052810805590888	0.0469928137866194	0.5057713000556602	0.0269104117730259	0.587013337916177	0.0346848435381899	1.2012219724683737	0.026394292932223	1.4077737726137716	0.0380388851472294	0.1037706163828351	0.0964914841637187	0.068717769982902	0.1082487624768631
10013620	5.91753186734937	1.078396122588457	0.0499585845735298	1.351993947224611	0.1054425582230221	0.3417860912557515	0.0574465857503375	0.5099019754431072	0.0684653208599862	0.7852897867371995	0.0455783033918887	0.9151320658536646	0.0698857264548463	1.875321632563956	0.0499790938631814	2.2768264070227264	0.0685522190814441	0.1347450231001787	0.1449439773418846	0.144307242344805	0.2027993367848866
10013704	5.919825	2.581660502128212	0.1175818961674489	3.2538637754102124	0.1475767667284031	0.9238708926842828	0.0398746180906374	0.966382171971862	0.0727581712551659	1.4035465659663091	0.034423005769221	1.797719907799847	0.0657639730228875	4.297813184880078	0.0337667305792153	4.8335604552621865	0.0576987055199151	0.4047733146538018	0.2736979362362303	0.5871485464614816	0.3353793243901646
