ID	redshift	Flux (Ha 6563) MAST G235M	F_err(Ha 6563) MAST G235M	Optimal dline (Ha 6563) MAST G235M	Flux (Hb 4861) MAST G235M	F_err(Hb 4861) MAST G235M	Optimal dline (Hb 4861) MAST G235M	Flux ([OIII]4959) MAST G235M	F_err([OIII]4959) MAST G235M	Optimal dline ([OIII]4959) MAST G235M	Flux ([OIII]5007) MAST G235M	F_err([OIII]5007) MAST G235M	Optimal dline ([OIII]5007) MAST G235M	Flux ([NII]6583) MAST G235M	F_err([NII]6583) MAST G235M	Optimal dline ([NII]6583) MAST G235M	Flux (Ha 6563) JADES G235M	F_err(Ha 6563) JADES G235M	Optimal dline (Ha 6563) JADES G235M	Flux (Hb 4861) JADES G235M	F_err(Hb 4861) JADES G235M	Optimal dline (Hb 4861) JADES G235M	Flux ([OIII]4959) JADES G235M	F_err([OIII]4959) JADES G235M	Optimal dline ([OIII]4959) JADES G235M	Flux ([OIII]5007) JADES G235M	F_err([OIII]5007) JADES G235M	Optimal dline ([OIII]5007) JADES G235M	Flux ([NII]6583) JADES G235M	F_err([NII]6583) JADES G235M	Optimal dline ([NII]6583) JADES G235M
5759	5.05189382127941			5.0	0.10348437692287558	0.0	5.0			5.0			5.0			5.0			5.0	0.25080763058089917	0.0	5.0			5.0			5.0			5.0
6002	5.93685818347379			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
6246	5.56159788939357			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
6384	5.61541238216689			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
7507	4.04428024657048			5.0	1.015787697839427	0.0934957588611192	6.0	1.534767586420552	0.08199760354300474	5.5	3.7743005112088825	0.08809809378416814	6.0			5.0			5.0	0.725620127613499	0.10457003871321678	5.0	1.2510936491064877	0.11233764127680664	5.0	3.178282149914501	0.12071158645322504	5.5			5.0
7624	4.845			5.0			5.0	0.045636316465540186	0.1566336024182966	5.0	0.29107849591816914	0.14023696593838794	5.0			5.0			5.0			5.0	0.24266850971201684	0.22176961854373614	5.0	0.639045738253953	0.19858409417425552	5.0			5.0
7762	4.14863310108243			5.0	1.1544145265920625	0.04897272454736482	5.5	2.1556856716880843	0.042949901212388404	5.0	6.081995318662637	0.042125669941808844	5.0			5.0			5.0	1.149283019749152	0.0610323276056073	4.5	2.1559242839272255	0.05864391541066494	5.0	5.996375334719064	0.06301538811560585	6.0			5.0
7809	3.57819206358422			5.0	0.8826060261810468	0.18198825182740494	5.0	3.85917930659459	0.24726399136990998	8.5	8.126396287207577	0.19173546636157612	5.0	0.2700154284406813	0.0761583615773691	8.0			5.0	1.3734912476413064	0.15410627517869974	5.0	2.642687289607984	0.14807554816247936	5.0	6.371077135560766	0.16239452726561848	5.0	0.1554816698946619	0.08117704638545908	6.0
7892	4.22872754610498			5.0	0.8686821273081606	0.0546142287205186	6.0	1.7837044720321606	0.047894354425382826	4.5	4.893561929148667	0.05146222427417705	5.5			5.0			5.0	0.883624442771487	0.06055210456995989	5.5	1.857614360091217	0.058182485211533734	5.5	4.782980504011876	0.05209963473989924	4.5			5.0
7938	4.80631123887867			5.0	1.0175755526922883	0.10504249369466481	5.0	2.378915499845181	0.1235810611262282	7.5	6.296471883466911	0.09897074753920879	5.5			5.0			5.0	1.035833081862431	0.12619055044292765	5.0	2.5275525088493858	0.13282520147509927	5.0	7.432191381444752	0.13029072992383745	5.0			5.0
8013	8.47315			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
8079	7.258982			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
8083	4.6487198664651			5.0	2.5185827564809453	0.053109963881117654	4.5			5.0			5.0			5.0			5.0	2.678046204133758	0.06248960665223046	5.0			5.0			5.0			5.0
8113	4.90277103561231			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
9422	5.935895			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
9452	5.12243857379367			5.0	0.28203834602613603	0.19372963890314937	5.0	0.6924823490544011	0.20101183902131334	6.0	2.7323321513690284	0.1971448212309507	5.5			5.0			5.0	0.010863775208269328	0.34749239339933063	5.0	0.18365015122856881	0.3657623094781013	5.0	3.7626884425665352	0.38753004567322613	6.0			5.0
9743	5.44012039584156			5.0	0.04465462229304335	0.0	5.0			5.0			5.0			5.0			5.0	0.20458831484187764	0.11826554136375222	4.5			5.0			5.0			5.0
16625	6.630648			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
16745	5.56655234405774			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
17072	4.70200977971638			5.0	0.04871963048674992	0.07238282585965032	5.0	0.26448288749945303	0.06925723578825277	5.0	0.6659741764710592	0.06818338509051748	5.0			5.0			5.0	0.10868542934645928	0.07988288756201109	5.0	0.009643656285584421	0.08408284612116664	5.5	0.6912100635329192	0.075292170055607	4.5			5.0
17260	4.88512714601353			5.0	0.05072622525003773	0.06653357910267181	5.0	0.010633835297518152	0.07000942890554407	5.0	0.37209776595309074	0.07416383954018185	6.0			5.0			5.0	0.21621694498390523	0.10043902525130731	7.5	0.24858073769989442	0.08511248686030125	6.0	0.22138747583768933	0.077295270098972	5.0			5.0
17566	6.101534			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
17777	4.13366013096712			5.0	0.28779742171142936	0.06185253933085139	7.5	0.6327668000106089	0.05557748894155633	6.5	1.6400775681204003	0.0460678671848012	5.0			5.0			5.0	0.5018957533667529	0.09911334660995764	8.5	0.6311780956274965	0.07528963206613146	5.0	1.7266476003841906	0.07385301139128966	5.0			5.0
18028	3.73094591607022	0.543460406197157	0.09879197343405788	5.0	0.19603060081122223	0.08252503514560224	5.0	0.31725016911766274	0.07928223132302117	4.5	0.838766382950462	0.0777563754837121	5.0	0.14571340890012266	0.09818818588988251	5.0	0.9164026362366625	0.12543223137222778	5.0	0.5020692817809129	0.1193023643364303	5.0	0.21292078106811388	0.10253144302684145	5.0	0.705067871214676	0.10057501440803931	5.0	0.32479688467205886	0.12467123066279431	5.0
18090	4.77562372049334			5.0	1.5535763896215908	0.12133847487606572	4.5	3.6958836480598767	0.11653484774222073	5.0	11.58790370827182	0.12519482065182458	5.0			5.0			5.0	1.7014086241875794	0.1452850885522435	5.0	3.7203122566835924	0.1395995659635762	5.0	11.697279523889605	0.13693583103542048	4.5			5.0
18846	6.335054			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
18970	3.72458828704365	6.233202744784901	0.10052123677719434	5.5	2.226761694078446	0.1479202244064771	4.5	3.3720911174423076	0.15886779589407798	5.0	9.383523161431926	0.1558188986862368	5.0	0.572522744481328	0.10943795108223003	6.5	9.657533798779417	0.22838355991496392	4.5	3.4907230150720077	0.2626042138062964	5.0	5.852834262145341	0.27641101084508435	6.5	14.485734983652174	0.27113674183846886	6.0	0.9133339660218949	0.22699795073609505	5.0
18976	6.327052			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
19342	5.974287			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
19519	3.60450973158305	3.64805083067548	0.0638172625849454	6.0	1.384451052847953	0.04663107116445836	4.5	2.6264319956494773	0.04479238236356962	4.5	7.580265836825919	0.05380439071305574	6.5	0.2333160530067747	0.08570726059735209	12.0	3.466046337495895	0.07000043720234078	5.0	1.4783303755255865	0.08766821607232715	6.5	2.3746580654442293	0.07689791629864552	6.0	6.958303579911789	0.08263009055429642	6.5	0.1294304671948273	0.06223043608141943	5.0
19606	5.88913558713673			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
20961	7.04457065169479			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
22251	5.79838391626917			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10000626	4.46468607001795			5.0	0.23755750674385362	0.05414259749210766	5.0	0.19550639755665156	0.0520179936700919	5.0	1.0588556123615156	0.060367352022538685	6.0			5.0			5.0	0.26523425921700067	0.07908925378912254	5.5	0.1769953337915551	0.06937290491891276	5.0	1.024887316567594	0.07454414490505856	5.0			5.0
10001587	3.43070237834676	0.20946199154142653	0.052568626506776836	5.0	0.0013702534556749742	0.05810395166071816	9.0	0.21593561529084404	0.03947289352963459	5.0	0.392724113097471	0.054756392939440894	8.5	0.12847959803404643	0.052249691240863476	4.5	0.20413861956134807	0.0649984189713175	5.0	0.009112287503141728	0.051787152396279505	4.5	0.19381275090069439	0.04976053681114421	5.0	0.2096267206579933	0.048811043314995896	5.0	0.351751764095655	0.07222954810799269	6.0
10001892	4.770522			5.0	0.0677890940932699	0.06975576299241605	5.0	0.013620495183298605	0.06700843811645545	5.0	0.5105976401876412	0.0657163196303643	5.0			5.0			5.0	0.018085145284090505	0.10397160867642612	5.0	0.39038019507591853	0.14817984273400833	9.5	0.3689453287718292	0.10734985098535706	5.5			5.0
10005113	5.820838			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10005217	4.8883230178694			5.0	0.7681862020993211	0.054346730598133206	4.5	1.0386759273350226	0.057176502598086515	5.0	3.23332281277743	0.05606964795056874	5.0			5.0			5.0	0.9725401636754983	0.07795180189349923	4.5	1.1828084876675078	0.07490127045279667	4.5	3.808738428195167	0.08048460944129483	5.5			5.0
10005447	6.62257640301802			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10009506	3.59928686455817	4.272490659061275	0.0731908702041201	6.5	1.6634346860487348	0.04760001561672774	4.5	3.7249286394152694	0.05113009517392813	5.0	10.875546802589689	0.05015558973090716	5.5	0.3297553453106068	0.10707811177234874	14.0	5.106128474279589	0.1157880344807304	5.5	1.841887582509871	0.08703001281345188	5.0	3.807845952974117	0.07479577500442537	4.5	10.60934859999405	0.07336857774215207	4.5	0.201237939877467	0.17828976024653836	13.0
10009693	6.28599376348805			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10009848	4.37			5.0	0.05661113720945874	0.09518386622229141	5.0	0.09689855993534105	0.09143224676606701	5.0	0.2253791479657339	0.10610309546378682	7.0			5.0			5.0	0.20063406499082345	0.13512257189582738	5.0	0.152784565035995	0.12983474475256487	5.0	0.12933804582425742	0.12735733486888579	5.0			5.0
10013545	4.03498294164463			5.0	1.0891786462708568	0.06908762756049569	5.5	2.4325047225711423	0.06637534696717097	5.5	5.631705473427239	0.059430427014279474	5.0			5.0			5.0	1.2426991880896419	0.08671462832221795	5.0	2.6987816880520565	0.09127377555058042	5.5	8.186567173489651	0.08173130367718277	4.5			5.0
10013609	6.928894			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10013618	5.94372301071691			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10013620	5.91753186734937			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10013704	5.919825			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10013905	7.197212			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
10015338	5.07627227996806			5.0	0.8424923038524873	0.211896331640501	5.0	1.5419885094415815	0.20353555807304324	4.5	4.8436380433653525	0.21560715741983671	5.5			5.0			5.0	0.9360305256596105	0.28690012365074397	5.0	2.441636435252527	0.27567270072690536	5.0	5.9883735741322806	0.29622207363769243	5.5			5.0
10016186	3.92792643507394			5.0	1.3270781188783562	0.0966550624977813	10.0	1.864877869833926	0.0719275949358583	6.0	4.9917767638411705	0.07054726777240111	6.0			5.0			5.0	1.2963587772828735	0.10339961851148617	5.5	1.7683103994262357	0.09069666939551829	5.0	5.197122545999472	0.08896606311128664	5.0			5.0
10016374	5.50325569707072			5.0			5.0			5.0			5.0			5.0			5.0	0.6414707788049613	0.0	5.0			5.0			5.0			5.0
10035295	3.58892350772953	5.286372962827385	0.07327485317370273	6.5	1.6993934021662014	0.08464526879429868	4.5	3.1817519290303364	0.08132827377589866	4.5	9.681698203711505	0.08919275827144275	6.0	0.8697244424022101	0.10300045700013143	14.0	5.893237707219573	0.10191050275895094	6.0	1.6865198056618322	0.09502352407101647	4.5	3.2079846063102453	0.11182522684791882	6.5	9.325693650776195	0.10013414608022801	5.0	0.7550397780115561	0.14909809459592327	14.5
10056849	5.8142066790736			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
