ID	redshift	Flux (Ha 6563) MAST G235M	F_err(Ha 6563) MAST G235M	Optimal dline (Ha 6563) MAST G235M	Flux (Hb 4861) MAST G235M	F_err(Hb 4861) MAST G235M	Optimal dline (Hb 4861) MAST G235M	Flux ([OIII]4959) MAST G235M	F_err([OIII]4959) MAST G235M	Optimal dline ([OIII]4959) MAST G235M	Flux ([OIII]5007) MAST G235M	F_err([OIII]5007) MAST G235M	Optimal dline ([OIII]5007) MAST G235M	Flux ([NII]6583) MAST G235M	F_err([NII]6583) MAST G235M	Optimal dline ([NII]6583) MAST G235M	Flux (Ha 6563) JADES G235M	F_err(Ha 6563) JADES G235M	Optimal dline (Ha 6563) JADES G235M	Flux (Hb 4861) JADES G235M	F_err(Hb 4861) JADES G235M	Optimal dline (Hb 4861) JADES G235M	Flux ([OIII]4959) JADES G235M	F_err([OIII]4959) JADES G235M	Optimal dline ([OIII]4959) JADES G235M	Flux ([OIII]5007) JADES G235M	F_err([OIII]5007) JADES G235M	Optimal dline ([OIII]5007) JADES G235M	Flux ([NII]6583) JADES G235M	F_err([NII]6583) JADES G235M	Optimal dline ([NII]6583) JADES G235M	Flux (Ha 6563) MAST G395M	F_err(Ha 6563) MAST G395M	Optimal dline (Ha 6563) MAST G395M	Flux (Hb 4861) MAST G395M	F_err(Hb 4861) MAST G395M	Optimal dline (Hb 4861) MAST G395M	Flux ([OIII]4959) MAST G395M	F_err([OIII]4959) MAST G395M	Optimal dline ([OIII]4959) MAST G395M	Flux ([OIII]5007) MAST G395M	F_err([OIII]5007) MAST G395M	Optimal dline ([OIII]5007) MAST G395M	Flux ([NII]6583) MAST G395M	F_err([NII]6583) MAST G395M	Optimal dline ([NII]6583) MAST G395M	Flux (Ha 6563) JADES G395M	F_err(Ha 6563) JADES G395M	Optimal dline (Ha 6563) JADES G395M	Flux (Hb 4861) JADES G395M	F_err(Hb 4861) JADES G395M	Optimal dline (Hb 4861) JADES G395M	Flux ([OIII]4959) JADES G395M	F_err([OIII]4959) JADES G395M	Optimal dline ([OIII]4959) JADES G395M	Flux ([OIII]5007) JADES G395M	F_err([OIII]5007) JADES G395M	Optimal dline ([OIII]5007) JADES G395M	Flux ([NII]6583) JADES G395M	F_err([NII]6583) JADES G395M	Optimal dline ([NII]6583) JADES G395M	Flux (Ha 6563) MAST G395H	F_err(Ha 6563) MAST G395H	Optimal dline (Ha 6563) MAST G395H	Flux (Hb 4861) MAST G395H	F_err(Hb 4861) MAST G395H	Optimal dline (Hb 4861) MAST G395H	Flux ([OIII]4959) MAST G395H	F_err([OIII]4959) MAST G395H	Optimal dline ([OIII]4959) MAST G395H	Flux ([OIII]5007) MAST G395H	F_err([OIII]5007) MAST G395H	Optimal dline ([OIII]5007) MAST G395H	Flux ([NII]6583) MAST G395H	F_err([NII]6583) MAST G395H	Optimal dline ([NII]6583) MAST G395H	Flux (Ha 6563) JADES G395H	F_err(Ha 6563) JADES G395H	Optimal dline (Ha 6563) JADES G395H	Flux (Hb 4861) JADES G395H	F_err(Hb 4861) JADES G395H	Optimal dline (Hb 4861) JADES G395H	Flux ([OIII]4959) JADES G395H	F_err([OIII]4959) JADES G395H	Optimal dline ([OIII]4959) JADES G395H	Flux ([OIII]5007) JADES G395H	F_err([OIII]5007) JADES G395H	Optimal dline ([OIII]5007) JADES G395H	Flux ([NII]6583) JADES G395H	F_err([NII]6583) JADES G395H	Optimal dline ([NII]6583) JADES G395H
8013	8.47315			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	0.29943170276517767	0.08165399037732454	5.0	0.21930610479783139	0.07160345667939068	5.0	0.873130555336841	0.0702315527845913	4.5			5.0			5.0	0.3200597162770404	0.189639280612455	5.0	0.45048350981296165	0.1822180206306843	5.0	1.3781766128157424	0.17874107209769063	5.0			5.0			5.0	0.09493404734158521	0.08477438847031844	5.0	0.40146709330877534	0.08125378853680547	5.0	0.821579962043472	0.08208656526877152	5.0			5.0			5.0	0.24487408692573934	0.18865559643375554	5.0	0.6926337107909162	0.17512619302196028	5.0	1.2059963213668494	0.1778139183763604	5.0			5.0
8079	7.258982			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	0.053531135695799086	0.028734357665291855	5.0	0.030554578192979128	0.033811686926387904	6.0	0.08006318418302281	0.030274736546641208	5.0			5.0			5.0	0.09996532321272845	0.04460501646479642	5.0	0.06302989274812894	0.04285946342004678	5.0	0.04218545380670587	0.04700399483457136	5.0			5.0			5.0	0.0988778764505558	0.05835836047715805	5.0	0.09446424128564448	0.05828440954547224	5.0	0.002913138569329569	0.05488968126338131	5.0			5.0			5.0	0.10804177755905436	0.1256163034924787	5.0	0.15813237269353753	0.1256290535598997	5.0	0.030387990228534785	0.11839737361734068	5.0			5.0
8083	4.6487198664651			5.0	2.5185827564809453	0.053109963881117654	4.5			5.0			5.0			5.0			5.0	2.678046204133758	0.06248960665223046	5.0			5.0			5.0			5.0	6.882685781445805	0.05643096384455142	4.5			5.0			5.0			5.0	0.48690627362449773	0.05608487692923871	4.5	7.429146490845964	0.08283576376090308	4.5			5.0			5.0			5.0	0.6185302997796143	0.08233319696211572	4.5																9.211074891236725	0.10823221859783458	5.0			5.0			5.0			5.0	0.4001302801122706	0.08018209636242739	5.0
8113	4.90277103561231			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.50070997509397	0.051470666527468775	5.5			5.0	1.2395353878961335	0.08013331886557372	5.5	3.894120065979175	0.07859907157052974	6.0	0.01177167269397126	0.04430593562007977	5.0	1.785848901591545	0.050062799766572595	6.0			5.0	1.1626223524936945	0.05571055217768522	5.0	3.764914160213515	0.054647524920578616	4.5	0.04665005790493577	0.04309261645319945	5.0	1.4689024517728302	0.06145852158713354	5.0			5.0	1.187298965258403	0.10112425811806566	4.5	3.8317412515511333	0.09917071050070721	4.5	0.07726315802873583	0.0575815788828278	5.0	1.5657404652908953	0.13628660766753437	5.0	0.21716372900074965	0.053447430748793844	5.0	1.1487310179557797	0.10894219358895393	5.0	4.074291697827218	0.10686343980341007	5.0	0.046671527692482666	0.12771268005555736	5.0
9422	5.935895			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.6780692075379573	0.0354025009227986	6.5	3.0032331542570225	0.030422573294885666	4.5	8.600456659473696	0.029973296739970883	5.0			5.0			5.0	2.0122085686403404	0.049934657738631635	4.5	3.836711536288453	0.04798053686249254	5.0	10.420072296471975	0.04706500799943221	5.0			5.0	4.176010782519154	0.053265680662037906	4.5	1.6434838673828769	0.02085021530167283	5.0	3.1330394740735974	0.02099328267192209	5.0	9.29482762618837	0.019626637136021693	4.5	0.04636482145583448	0.05259241297919892	5.0	5.46377215284496	0.08505297125361069	4.5	1.9354122296644942	0.0317976611995541	5.0	4.059619132548715	0.029131433817871404	4.5	10.796394555541903	0.02857556949816259	4.5	0.09981126286253507	0.08453695259748624	5.0
9452	5.12243857379367			5.0	0.28203834602613603	0.19372963890314937	5.0	0.6924823490544011	0.20101183902131334	6.0	2.7323321513690284	0.1971448212309507	5.5			5.0			5.0	0.010863775208269328	0.34749239339933063	5.0	0.18365015122856881	0.3657623094781013	5.0	3.7626884425665352	0.38753004567322613	6.0			5.0	1.3924441029328027	0.0772807654548489	6.5	0.9760435505912648	0.13555000020570607	4.5	1.1071606285053293	0.13023252117827638	5.5	3.640082697369178	0.14282229081131284	6.5	0.11298888579995509	0.04858912371870902	5.0	1.6170853137351797	0.19786460139488837	4.5	1.030784618552432	0.423899164017079	8.5	0.5342210500008112	0.33256761516172023	5.0	3.772308689169244	0.3647270688390355	6.5	0.20236375211767307	0.19666415155535463	5.0	1.5920378044547294	0.13708592293610902	5.0	0.8822093238222601	0.23418988496093932	5.0	1.4116751870213649	0.23703984369327752	5.0	3.509077519124156	0.22051583785452944	5.0	0.1278424812901083	0.12924468975189835	5.0	1.798409399947464	0.4127663089580999	5.0	1.6690957837220457	0.5331592737813685	5.0	0.38001797869595766	0.48600557154342805	5.0	3.2213641634788988	0.5270470291667199	5.5	0.37458171441565374	0.38920874963009566	5.0
9743	5.44012039584156			5.0	0.04465462229304335	0.0	5.0			5.0			5.0			5.0			5.0	0.20458831484187764	0.11826554136375222	4.5			5.0			5.0			5.0	1.589994031140164	0.07483299339433015	5.0	0.391939465144906	0.079541857267448	5.0	0.5929341276741454	0.07642910130091193	5.0	1.660497371452914	0.08656588558539895	5.0	0.144382033373914	0.07488676760369375	4.5	2.458099768946839	0.20655851645321965	5.0	0.8075195274281715	0.2130457756833632	5.5	1.02835170443843	0.20470853624515645	5.0	2.3590909540590563	0.20080244044666265	4.5	0.2533354752698735	0.20530532039786156	5.0	1.3967902894482267	0.11856166492969135	5.0	0.3836149848989299	0.1279115882831944	5.0	0.6779184926156777	0.12281059969010101	5.0	1.8972257272373714	0.12042682953007466	5.0	0.05481523514802997	0.11781278505494945	5.0	5.183489198237835	0.5858823414321505	9.5	1.631628799968988	0.38761711306872176	7.5	1.6291330716823387	0.30410274384017233	5.0	3.4483820020568134	0.2983000818124541	5.0	0.6018843247308014	0.4224649724024453	5.0
16625	6.630648			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.239285830250872	0.04361962918145598	5.5	0.38468445845742266	0.027853587241560583	4.5	0.5352104517423425	0.02675732133944057	4.5	1.385652903862326	0.02624325148462477	4.5	0.07486039429263956	0.038775797878315615	5.0	1.7084691522072875	0.08215428197355239	4.5	0.7170493805815538	0.03871962054921244	5.0	0.6482464878321798	0.04159576583460559	5.0	2.2202292023661014	0.044696424337947536	6.0	0.11160461358675271	0.08165584974299374	5.0			5.0	0.3085161426064247	0.042244976287280904	5.0	0.5508232134659213	0.038621345995685334	5.0	1.5719442835533357	0.03972266869198557	5.0			5.0			5.0	0.4319961388081318	0.10153272175946172	5.0	1.3119385366994039	0.10189745434289338	5.0	2.534503817737008	0.09995312302392056	5.0			5.0
16745	5.56655234405774			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	2.032948978987903	0.03560322236188388	5.0	0.5190588088333201	0.0	5.0			5.0			5.0	0.07341973316862342	0.02502087497325026	5.0	2.1694869703130295	0.05731092565412206	6.0	0.43631210960569894	0.0	5.0			5.0			5.0	0.09942900726496244	0.044123519499246325	5.0	2.136155133945955	0.05794789966505754	4.5	0.6853565760768447	0.05708506187806061	4.5	1.8392533049156434	0.05776408636105566	5.0	4.9894513813447094	0.053728060664575354	4.5	0.15173015614468446	0.06044386264498208	5.0	2.1102508198352363	0.0968579760380938	4.5	0.7352952411126704	0.12927362828469807	5.0	1.4905757653939882	0.11784040283949222	5.0	4.390092494359483	0.12184451891471221	5.0	0.05270252420335013	0.10147784439706514	5.0
17072	4.70200977971638			5.0	0.04871963048674992	0.07238282585965032	5.0	0.26448288749945303	0.06925723578825277	5.0	0.6659741764710592	0.06818338509051748	5.0			5.0			5.0	0.10868542934645928	0.07988288756201109	5.0	0.009643656285584421	0.08408284612116664	5.5	0.6912100635329192	0.075292170055607	4.5			5.0	0.5258357585009059	0.033542826249256676	6.5			5.0			5.0			5.0	0.08573992118541555	0.02582383689780058	4.5	0.49113472536193176	0.03475833713900607	6.0			5.0			5.0			5.0	0.05496244642921064	0.024428741383352548	5.0	0.37128131325975977	0.03605804464094146	5.0			5.0			5.0			5.0	0.013128453161389997	0.03583199506567448	5.0	0.373217500400799	0.06997011677938496	4.5			5.0			5.0			5.0	0.05463774887074101	0.07376425462457777	5.0
17260	4.88512714601353			5.0	0.05072622525003773	0.06653357910267181	5.0	0.010633835297518152	0.07000942890554407	5.0	0.37209776595309074	0.07416383954018185	6.0			5.0			5.0	0.21621694498390523	0.10043902525130731	7.5	0.24858073769989442	0.08511248686030125	6.0	0.22138747583768933	0.077295270098972	5.0			5.0	0.3383567386918954	0.03211770136700935	6.0			5.0	0.074419629774923	0.04828074343702407	5.0	0.2659848734248148	0.04735634459513107	4.5	0.008520342932641806	0.022571732724923188	5.0	0.4378307374170225	0.05028363510184611	7.0			5.0	0.008196016464078327	0.058745055273857705	5.0	0.35616434886806014	0.07439242663607828	7.0	0.03627699418937405	0.0316092186145297	5.0																0.48522228368156384	0.07246682105001703	5.0			5.0	0.07172345579862137	0.08900736793238617	5.0	0.40698111411788035	0.08730899564028274	5.0	0.06573165943113896	0.07202716290453051	5.0
17566	6.101534			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.928954227849252	0.11062531078160918	5.0	0.8179389728622941	0.12075991675844017	5.0	1.6796861953980409	0.12970548492345108	5.5	4.791611438590089	0.11378973278547211	5.0	0.17676116622140206	0.10995414405625899	5.0	1.4559810485902378	0.08972069068279805	4.5	0.5998067594127028	0.08452913031678129	5.0	1.0625101048824723	0.09080806735670469	5.5	3.2592766591903066	0.08907533545955952	5.5	0.02245784330534116	0.08917635284782213	5.0																		5.0	0.3854000710823236	0.23270157526917248	5.0	0.5498106911883197	0.22359513443755435	5.0	3.128743141999102	0.21932865864125156	5.0			5.0
17777	4.13366013096712			5.0	0.28779742171142936	0.06185253933085139	7.5	0.6327668000106089	0.05557748894155633	6.5	1.6400775681204003	0.0460678671848012	5.0			5.0			5.0	0.5018957533667529	0.09911334660995764	8.5	0.6311780956274965	0.07528963206613146	5.0	1.7266476003841906	0.07385301139128966	5.0			5.0	0.7105645400085547	0.03424581015778025	5.5			5.0			5.0			5.0	0.04449191664284916	0.0294763320183048	5.0	0.6765953607481632	0.05496730595538729	7.0			5.0			5.0			5.0	0.031982499740547524	0.04731427415256055	5.0	0.6890219618399572	0.05060445630730045	5.0			5.0			5.0			5.0	0.0754788621326274	0.05029067038342994	5.0	0.7540688969630727	0.107186131092775	4.5			5.0			5.0			5.0	0.10906467430981516	0.09003920997406026	5.0
18028	3.73094591607022	0.543460406197157	0.09879197343405788	5.0	0.19603060081122223	0.08252503514560224	5.0	0.31725016911766274	0.07928223132302117	4.5	0.838766382950462	0.0777563754837121	5.0	0.14571340890012266	0.09818818588988251	5.0	0.9164026362366625	0.12543223137222778	5.0	0.5020692817809129	0.1193023643364303	5.0	0.21292078106811388	0.10253144302684145	5.0	0.705067871214676	0.10057501440803931	5.0	0.32479688467205886	0.12467123066279431	5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	0.43682535878663475	0.08934374906315898	5.0			5.0			5.0			5.0	0.13098335413770676	0.08877918021595337	5.0	0.9338175618721871	0.20934191443784156	5.0			5.0			5.0			5.0	0.07519611944699336	0.22243814430253994	5.0
18090	4.77562372049334			5.0	1.5535763896215908	0.12133847487606572	4.5	3.6958836480598767	0.11653484774222073	5.0	11.58790370827182	0.12519482065182458	5.0			5.0			5.0	1.7014086241875794	0.1452850885522435	5.0	3.7203122566835924	0.1395995659635762	5.0	11.697279523889605	0.13693583103542048	4.5			5.0	3.666693740037747	0.05843999103187185	5.5			5.0			5.0	10.394211560303267	0.03804335349998535	6.0	0.1709835655428597	0.05030262112837596	5.0	4.402930610981561	0.06567530397261137	4.5			5.0			5.0	12.027489511721615	0.057564787619904516	6.0	0.07852599844693468	0.06527685014326445	5.0																4.935756624885	0.11791802908382572	4.5			5.0			5.0	12.882534357101479	0.11100980862079098	5.0	0.23370565805324534	0.12431214813592537	5.0
18846	6.335054			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	2.982768614126829	0.06511929387896505	6.5	1.2582689715658266	0.04606027167496542	6.5	1.9508208065362684	0.040505695801246334	6.0	5.41205394642244	0.03553596540161902	4.5	0.16377492035549018	0.05284180465724677	5.0	3.182645453158687	0.059980714662483	4.5	1.0961002764108418	0.0648237741056674	5.0	2.13867648473709	0.076285670473406	6.5	5.848629166127357	0.061098475187441596	5.0	0.3493378654521712	0.05961681005911602	5.0																		5.0	0.8850737317972378	0.10500335473317907	5.0	1.9043664271047969	0.10089419975260137	5.0	5.836707059577878	0.09896901179039196	5.0			5.0
18970	3.72458828704365	6.233202744784901	0.10052123677719434	5.5	2.226761694078446	0.1479202244064771	4.5	3.3720911174423076	0.15886779589407798	5.0	9.383523161431926	0.1558188986862368	5.0	0.3615447432560471	0.07738577363267365	5.0	9.657533798779417	0.22838355991496392	4.5	3.4907230150720077	0.2626042138062964	5.0	5.852834262145341	0.27641101084508435	6.5	14.485734983652174	0.27113674183846886	6.0	0.9133339660218949	0.22699795073609505	5.0	5.56014944935518	0.059967952262612007	6.0			5.0			5.0			5.0	0.47831728984623445	0.051618686497468674	5.0	10.747289361636549	0.18141994191391703	6.0			5.0			5.0			5.0	1.4289631329752628	0.15616106191239976	5.0	5.021445905820577	0.09040121379077926	4.5			5.0			5.0			5.0	0.7751134903792122	0.08984358556774823	5.0	10.586024161790101	0.2835541883673054	4.5			5.0			5.0			5.0	0.9908118801689089	0.28183385750702467	5.0
18976	6.327052			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.0027753718546206	0.06928967688014014	5.0	0.5859455796992891	0.0577760370027254	5.0	0.5020284650147351	0.049641904758688266	4.5	1.80297821419798	0.05443539154504008	5.5	0.004425881253276771	0.06885542964854295	5.0	1.060032525613564	0.10124801115028753	5.5	0.36560232699775636	0.061972589236089504	4.5	0.534092787455279	0.0595473812571238	4.5	1.4304356401575238	0.06530564262064271	5.5	0.06560898096584175	0.1006337367531248	5.0			5.0	0.5902508296717742	0.08121906750616555	5.0	0.3501740350868639	0.0906963299752481	6.5	1.6956637886323565	0.07977754247625769	5.0			5.0			5.0	0.6089927520268081	0.11423865433434832	5.0	0.295589699531245	0.10976808921170807	5.0	1.6416280402733292	0.10767357630111182	5.0			5.0
19342	5.974287			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.7851975430455964	0.07472688151246434	5.5	1.0219652184098755	0.08638857003110241	4.5	0.9951586778949008	0.10115031049937731	6.5	3.045038347315436	0.08139818303949127	4.5	0.0071867148835038	0.06642779824580967	5.0	1.2887135432657832	0.059144426759569324	5.0	0.5447229733314102	0.06280749937348881	5.0	0.6650375742259873	0.07983504098797627	8.5	1.94372158480123	0.05919807192651296	4.5	0.04523494891940115	0.05878559593730559	5.0																		5.0	0.1397057331144277	0.1350172526970878	5.0	0.169244025984549	0.13606569207040414	5.0	1.8705190144532167	0.12725806816398275	5.0			5.0
19519	3.60450973158305	3.64805083067548	0.0638172625849454	6.0	1.384451052847953	0.04663107116445836	4.5	2.6264319956494773	0.04479238236356962	4.5	7.580265836825919	0.05380439071305574	6.5	0.11991601996183787	0.05751311802201682	5.0	3.466046337495895	0.07000043720234078	5.0	1.4783303755255865	0.08766821607232715	6.5	2.3746580654442293	0.07689791629864552	6.0	6.958303579911789	0.08263009055429642	6.5	0.1294304671948273	0.06223043608141943	5.0	3.6314833110715194	0.053430234175845644	6.0			5.0			5.0			5.0	0.10316349641396155	0.03754665439710887	5.0	3.6254144688901664	0.062290920257498376	5.5			5.0			5.0			5.0	0.1585731344283047	0.0619129995748441	5.0	3.3479964691151305	0.048091396661018325	5.0			5.0			5.0			5.0	0.12067845263973687	0.036127819593059766	5.0	3.65348255925083	0.08267106171085194	5.0			5.0			5.0			5.0	0.29128269970529913	0.08875319749915501	5.0
19606	5.88913558713673			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.3369900973295668	0.05957646645451254	5.5	0.48994632752184425	0.07154171682108186	4.5	0.6231744642436821	0.06836145676321105	4.5	1.96164543325836	0.07535715869617929	5.5	0.03473389579249384	0.052958181726047104	5.0	1.8957910443872372	0.16341972836202925	6.0	0.5880048191378463	0.10129654521767795	5.0	0.9050266469582134	0.0973324508861073	4.5	2.808730882583219	0.10674454726249419	6.0	0.09291783137893218	0.1452802491915881	5.0			5.0	0.4677565908296389	0.06321121119441782	5.0	0.673749484323619	0.0606533471222559	5.0	2.0016556876251226	0.0594595420204654	5.0			5.0			5.0	0.4493610328209023	0.10647126002728576	5.0	0.8142600005613863	0.09754366667174995	5.0	2.7884527275514976	0.09568241108591397	5.0			5.0
20961	7.04457065169479			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	0.12689033599248034	0.0751630359038089	5.0	0.24079706590438352	0.06457827394428435	5.0	0.6066511263474281	0.07081901293994584	5.0			5.0			5.0	0.5099552211214218	0.12768531396357718	8.0	0.4721390706334484	0.08675389379433733	5.0	0.9990796308294891	0.09514303844225802	5.0			5.0			5.0	0.14481611705659136	0.09428292277533316	5.0	0.17551864378123355	0.0904227717642914	5.0	0.6808235125727051	0.0886104120802912	5.0			5.0			5.0	0.5798427291098441	0.20153641084123305	5.0	0.28608289402922954	0.19364957381132525	5.0	1.2426034815023503	0.18995449689602234	5.0			5.0
22251	5.79838391626917			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	3.9961938312804994	0.07286560463604883	5.0	1.533265726273562	0.07720485055049084	5.5	3.2342250769904117	0.06633519078713043	4.5	9.452353789572465	0.06506400637336149	4.5	0.022878394810570205	0.07241625152268238	5.0	3.3010392298995477	0.06369745063800956	4.5	1.1107840765262038	0.05757315528058828	5.0	2.3724346017492097	0.05532011281001349	5.0	6.648846868435063	0.05426453562607179	4.5	0.08811277315707058	0.06331099649783449	5.0			5.0	1.6934773221661596	0.10863907199363058	5.0	3.270996805880251	0.09940053300356552	5.0	9.527480172235103	0.09701750283085986	5.0			5.0			5.0	0.7745731549349288	0.19338098087925742	5.0	2.212390140652392	0.18581329484919756	5.0	6.814371083767043	0.19116402261359589	5.0			5.0
10000626	4.46468607001795			5.0	0.23755750674385362	0.05414259749210766	5.0	0.19550639755665156	0.0520179936700919	5.0	1.0588556123615156	0.060367352022538685	6.0			5.0			5.0	0.26523425921700067	0.07908925378912254	5.5	0.1769953337915551	0.06937290491891276	5.0	1.024887316567594	0.07454414490505856	5.0			5.0	0.48971489162249926	0.022930826923854997	7.0			5.0			5.0			5.0			5.0	0.6588472034092361	0.04448142360840351	7.0			5.0			5.0			5.0	0.08565423821670011	0.027961841666293626	5.0	0.4844154527521859	0.033708550933509336	4.5			5.0			5.0			5.0	0.05973299112747349	0.03349884624585074	5.0	0.5072393737184233	0.0564398504086446	5.0			5.0			5.0			5.0	0.053934178652879354	0.05609742832359203	5.0
10001587	3.43070237834676	0.20946199154142653	0.052568626506776836	5.0	0.0013702534556749742	0.05810395166071816	9.0	0.21593561529084404	0.03947289352963459	5.0	0.392724113097471	0.054756392939440894	8.5	0.12847959803404643	0.052249691240863476	4.5	0.20413861956134807	0.0649984189713175	5.0	0.009112287503141728	0.051787152396279505	4.5	0.19381275090069439	0.04976053681114421	5.0	0.2096267206579933	0.048811043314995896	5.0	0.1697273809714066	0.04568197727720628	5.0	0.24738069080635922	0.04081457798342056	6.0			5.0			5.0			5.0	0.017195030945026633	0.033122779929540845	5.0	0.24058321191031345	0.06329830652663954	5.0			5.0			5.0			5.0	0.0720265058334486	0.06291427400451054	5.0	0.35491677880358713	0.07094559795232118	5.0			5.0			5.0			5.0	0.001777310659513138	0.07050446661366441	5.0	0.3705006754355756	0.11383067661597379	5.0			5.0			5.0			5.0	0.04792333345561449	0.11314006285016076	5.0
10001892	4.770522			5.0	0.0677890940932699	0.06975576299241605	5.0	0.013620495183298605	0.06700843811645545	5.0	0.5105976401876412	0.0657163196303643	5.0			5.0			5.0	0.018085145284090505	0.10397160867642612	5.0	0.39038019507591853	0.14817984273400833	9.5	0.3689453287718292	0.10734985098535706	5.5			5.0	0.1736033183356396	0.03224352173071672	7.5			5.0			5.0	0.12717029611965727	0.022464930692729285	6.5	0.019478383370083594	0.024822544540597628	5.0	0.20921789107192043	0.028113979299847897	5.0			5.0			5.0	0.10994444992648461	0.043596025854149435	9.0	0.0462016662623199	0.027943411033952807	5.0	0.2327252789192472	0.03511608727582756	5.0			5.0			5.0	0.06792318012183252	0.042989616432988126	6.0	0.013774500028483776	0.034898181172214916	5.0	0.28708821514776406	0.07394419041568613	5.0			5.0			5.0	0.08220042464844121	0.06689370406783354	6.0	0.029033060591220707	0.06929228699830078	5.0
10005113	5.820838			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	0.15659437321955483	0.033315998904942426	4.5	0.3020327243216247	0.03578575443015918	6.0	0.9192363307471927	0.035101515572119414	5.5			5.0			5.0	0.15914407243308049	0.048281782593599123	5.0	0.38793003237328294	0.04639234460451753	4.5	1.3284234729097246	0.050878507385463484	6.5			5.0	0.5791398770340027	0.05506494214089829	5.0	0.23537792460042833	0.06343344205873523	5.0			5.0			5.0	0.010807418005220752	0.0547110143809439	5.0	0.8613315389937168	0.13972283543901065	5.0	0.45938975136306315	0.14606108339387033	5.0			5.0			5.0	0.35936287290287056	0.13241224413196365	5.0
10005217	4.8883230178694			5.0	0.7681862020993211	0.054346730598133206	4.5	1.0386759273350226	0.057176502598086515	5.0	3.23332281277743	0.05606964795056874	5.0			5.0			5.0	0.9725401636754983	0.07795180189349923	4.5	1.1828084876675078	0.07490127045279667	4.5	3.808738428195167	0.08048460944129483	5.5			5.0	2.6788992028323584	0.03195417560137708	5.5			5.0	0.942784318087068	0.043712739552500615	4.5	3.101676694830419	0.0495103426417854	5.0	0.022351111600787506	0.02750477393358479	5.0	3.4910272192429597	0.042077431311058365	6.5			5.0	1.3071151617331949	0.08960939968658986	7.0	4.1050996931596435	0.07861973853882633	5.0	0.012704543044063705	0.037406864932918886	5.0	2.6361556337437384	0.0385327694008556	5.0			5.0	1.00060275633529	0.0685178558261371	5.0	2.954444166790416	0.0671784517839917	5.0	0.0216796918855094	0.03806531101166578	5.0	3.5460006429125968	0.08355268563048208	5.5			5.0	1.0902732738464673	0.14625068751386966	5.0	3.929708404160332	0.1434600408388546	5.0	0.03422842483777002	0.07878413425883767	5.0
10005447	6.62257640301802			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	0.23021391906614425	0.0826665927057722	5.0	0.002039262806763886	0.050148463354317906	5.0	0.07481499073636554	0.04817502778722896	5.0	0.2776750566042389	0.051758279378974904	6.0	0.07770373620199893	0.09185714772500368	5.0	0.25278966386637464	0.16377183500811687	5.0	0.08689784879114765	0.08966917177984224	5.5	0.14357487989039142	0.07706393438842996	5.0	0.5103739761991914	0.07559345779840981	4.5	0.03535796970768937	0.16277822689596733	5.0			5.0	0.045491326833285106	0.0815572963542549	5.0	0.2139580487784732	0.07823097518579553	5.0	0.70183022631566	0.07308441640544672	5.0			5.0			5.0	0.16347839927450714	0.13833110127731635	5.0	0.41006867424507376	0.13882802344256476	5.0	0.7025319168190578	0.13617901051410294	5.0			5.0
10009506	3.59928686455817	4.272490659061275	0.0731908702041201	6.5	1.6634346860487348	0.04760001561672774	4.5	3.7249286394152694	0.05113009517392813	5.0	10.875546802589689	0.05015558973090716	5.5	0.0874982681481267	0.06640920018872695	5.0	5.106128474279589	0.1157880344807304	5.5	1.841887582509871	0.08703001281345188	5.0	3.807845952974117	0.07479577500442537	4.5	10.60934859999405	0.07336857774215207	4.5	0.10552583612248945	0.10293564107208603	5.0	4.424856658000526	0.036516644101020686	4.5			5.0			5.0			5.0	0.1037369536516731	0.03629509664258692	4.5	5.451180560085199	0.05685090294947139	5.5			5.0			5.0			5.0	0.23510024248757844	0.05650598699763539	5.0	4.6267089853646	0.07018823258455774	5.0			5.0			5.0			5.0	0.09822581665197454	0.0527287665034029	5.0	6.243760241769817	0.10602151754870379	5.5			5.0			5.0			5.0	0.34208153653010476	0.09857235696266907	5.0
