ID	redshift	LF(Ha) MAST	LF err(Ha) MAST	LF(Ha) JADES	LF err(Ha) JADES	LF(Hb) MAST	LF err(Hb) MAST	LF(Hb) JADES	LF err(Hb) JADES	LF([OIII]4959) MAST	LF err([OIII]4959) MAST	LF([OIII]4959) JADES	LF err([OIII]4959) JADES	LF([OIII]5007) MAST	LF err([OIII]5007) MAST	LF([OIII]5007) JADES	LF err([OIII]5007) JADES
3184	3.46762	1.7532578388811078	0.05458729394285275	1.3145278959378162	0.034253227074564296	0.7560468984581279	0.0342490450360952	0.4489596261229292	0.0253366810958763	1.4768366912653168	0.0345681434282779	0.8627717315082316	0.0210131408151773	3.7303989507338486	0.04591391113835	2.310048755765149	0.0279089207570472
3334	6.70593	0.0608133224898085	0.0219303465168887	0.046015970286283	0.0239872568187852	0.0189555360956004	0.0118930230305932	0.0455334418860411	0.012176457963395	0.0219154236301595	0.006256351218441	0.0456634558757165	0.0066838814412437	0.0681417714991032	0.0061505716627955	0.1285148566036896	0.0056905432877464
3968	5.76847043540196	0.0238086331386867	0.0157041869642593	0.018113115357041	0.0197319889603308	0.0425393076279698	0.0200891713153104	0.0372021180163573	0.0172113488983248	0.0409844490178351	0.0146744184178603	0.054790828716056	0.0150925480093367	0.090029721872037	0.010161916955666	0.1022090465157591	0.0104810578619298
4197	3.748809	0.0630556325799828	0.056254265830085345	0.044735724962877	0.07858622036555091												
4270	4.02261238702772	2.694426729295789	0.0150686451577318	2.673593483034569	0.0237858036405141	0.8545588535194059	0.026334284272712	0.5899291203235849	0.018644860038636	1.4873995689247226	0.0407127312031157	1.3597162335805166	0.0220265468929293	4.4839718835121545	0.0399735283309214	3.8334220665080734	0.0207073885100072
4282	3.599695	0.090126438228819	0.02433433150463145	0.17724162285862188	0.0650647412923499	-0.0047626046671374	0.0236559165796672	0.0350317677232573	0.0409572054004703	0.0417608928493416	0.0215802745340918	0.1432614181693991	0.0503185467912476	0.0946097258647274	0.0189063425013319	0.1434368576966005	0.0402443523008058
4297	6.712776	0.1853161464829511	0.0225845928455411	0.2727270755082082	0.030332668677295	0.0300083323775873	0.0123217436556324	0.0666006073639527	0.5158935335496777	0.0776147490856537	0.0065638792118677	0.1190706504518502	0.0260951196046856	0.2929010473412455	0.0071953480531558	0.3625134821425568	0.0286069897467573
4404	5.763688	0.3672307317940743	0.0139631347460253	0.4759056058844728	0.0224881361338301	0.1619365890247283	0.0142830406173272	0.1623211861051146	0.0281993193414957	0.2329649709488153	0.011355716997665	0.2827232171891399	0.0190333253481681	0.6840033334469877	0.0102787628449357	0.7682029856128029	0.0172746029401645
5329	3.5873007444784	0.27031963927805436	0.023129769054757998	0.2868818787715089	0.03188168817662965	0.0320747336141927	0.0131731832552334	0.0304121544411658	0.0150788714900862	0.1217965897050971	0.017899380469653	0.1081026526798133	0.0280028499651621	0.3204356106007019	0.0192332907519921	0.2871746602728818	0.0300902565345599
5457	4.8631511339788			0.1757558070893569	0.0153991337570932												
