ID	redshift	Flux (Ha 6563) MAST G235M	F_err(Ha 6563) MAST G235M	Optimal dline (Ha 6563) MAST G235M	Flux (Hb 4861) MAST G235M	F_err(Hb 4861) MAST G235M	Optimal dline (Hb 4861) MAST G235M	Flux ([OIII]4959) MAST G235M	F_err([OIII]4959) MAST G235M	Optimal dline ([OIII]4959) MAST G235M	Flux ([OIII]5007) MAST G235M	F_err([OIII]5007) MAST G235M	Optimal dline ([OIII]5007) MAST G235M	Flux ([NII]6583) MAST G235M	F_err([NII]6583) MAST G235M	Optimal dline ([NII]6583) MAST G235M	Flux ([OIII]4363) MAST G235M	F_err([OIII]4363) MAST G235M	Optimal dline ([OIII]4363) MAST G235M	Flux (Ha 6563) JADES G235M	F_err(Ha 6563) JADES G235M	Optimal dline (Ha 6563) JADES G235M	Flux (Hb 4861) JADES G235M	F_err(Hb 4861) JADES G235M	Optimal dline (Hb 4861) JADES G235M	Flux ([OIII]4959) JADES G235M	F_err([OIII]4959) JADES G235M	Optimal dline ([OIII]4959) JADES G235M	Flux ([OIII]5007) JADES G235M	F_err([OIII]5007) JADES G235M	Optimal dline ([OIII]5007) JADES G235M	Flux ([NII]6583) JADES G235M	F_err([NII]6583) JADES G235M	Optimal dline ([NII]6583) JADES G235M	Flux ([OIII]4363) JADES G235M	F_err([OIII]4363) JADES G235M	Optimal dline ([OIII]4363) JADES G235M	Flux (Ha 6563) MAST G395M	F_err(Ha 6563) MAST G395M	Optimal dline (Ha 6563) MAST G395M	Flux (Hb 4861) MAST G395M	F_err(Hb 4861) MAST G395M	Optimal dline (Hb 4861) MAST G395M	Flux ([OIII]4959) MAST G395M	F_err([OIII]4959) MAST G395M	Optimal dline ([OIII]4959) MAST G395M	Flux ([OIII]5007) MAST G395M	F_err([OIII]5007) MAST G395M	Optimal dline ([OIII]5007) MAST G395M	Flux ([NII]6583) MAST G395M	F_err([NII]6583) MAST G395M	Optimal dline ([NII]6583) MAST G395M	Flux ([OIII]4363) MAST G395M	F_err([OIII]4363) MAST G395M	Optimal dline ([OIII]4363) MAST G395M	Flux (Ha 6563) JADES G395M	F_err(Ha 6563) JADES G395M	Optimal dline (Ha 6563) JADES G395M	Flux (Hb 4861) JADES G395M	F_err(Hb 4861) JADES G395M	Optimal dline (Hb 4861) JADES G395M	Flux ([OIII]4959) JADES G395M	F_err([OIII]4959) JADES G395M	Optimal dline ([OIII]4959) JADES G395M	Flux ([OIII]5007) JADES G395M	F_err([OIII]5007) JADES G395M	Optimal dline ([OIII]5007) JADES G395M	Flux ([NII]6583) JADES G395M	F_err([NII]6583) JADES G395M	Optimal dline ([NII]6583) JADES G395M	Flux ([OIII]4363) JADES G395M	F_err([OIII]4363) JADES G395M	Optimal dline ([OIII]4363) JADES G395M	Flux (Ha 6563) MAST G395H	F_err(Ha 6563) MAST G395H	Optimal dline (Ha 6563) MAST G395H	Flux (Hb 4861) MAST G395H	F_err(Hb 4861) MAST G395H	Optimal dline (Hb 4861) MAST G395H	Flux ([OIII]4959) MAST G395H	F_err([OIII]4959) MAST G395H	Optimal dline ([OIII]4959) MAST G395H	Flux ([OIII]5007) MAST G395H	F_err([OIII]5007) MAST G395H	Optimal dline ([OIII]5007) MAST G395H	Flux ([NII]6583) MAST G395H	F_err([NII]6583) MAST G395H	Optimal dline ([NII]6583) MAST G395H	Flux ([OIII]4363) MAST G395H	F_err([OIII]4363) MAST G395H	Optimal dline ([OIII]4363) MAST G395H	Flux (Ha 6563) JADES G395H	F_err(Ha 6563) JADES G395H	Optimal dline (Ha 6563) JADES G395H	Flux (Hb 4861) JADES G395H	F_err(Hb 4861) JADES G395H	Optimal dline (Hb 4861) JADES G395H	Flux ([OIII]4959) JADES G395H	F_err([OIII]4959) JADES G395H	Optimal dline ([OIII]4959) JADES G395H	Flux ([OIII]5007) JADES G395H	F_err([OIII]5007) JADES G395H	Optimal dline ([OIII]5007) JADES G395H	Flux ([NII]6583) JADES G395H	F_err([NII]6583) JADES G395H	Optimal dline ([NII]6583) JADES G395H	Flux ([OIII]4363) JADES G395H	F_err([OIII]4363) JADES G395H	Optimal dline ([OIII]4363) JADES G395H
8013	8.47315			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	2.994317027651776	0.8165399037732455	5.0	2.193061047978314	0.7160345667939068	5.0	8.73130555336841	0.7023155278459129	4.5			5.0	0.5624213327317962	1.0146616122853025	5.0			5.0	3.200597162770404	1.89639280612455	5.0	4.504835098129616	1.8221802063068426	5.0	13.781766128157424	1.7874107209769063	5.0			5.0	0.052256269816857305	2.57869357611873	5.0			5.0	0.949340473415852	0.8477438847031844	5.0	4.0146709330877535	0.8125378853680547	5.0	8.21579962043472	0.8208656526877152	5.0			5.0	0.6494744401820323	1.0632727903669554	5.0			5.0	2.4487408692573935	1.8865559643375553	5.0	6.926337107909162	1.7512619302196029	5.0	12.059963213668494	1.778139183763604	5.0			5.0	2.4948167189794277	2.262397423261689	5.0
8079	7.258982			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	0.5353113569579909	0.28734357665291854	5.0	0.30554578192979126	0.338116869263879	6.0	0.8006318418302282	0.30274736546641207	5.0			5.0	0.11027212461859265	0.3568903923329681	5.0			5.0	0.9996532321272846	0.4460501646479642	5.0	0.6302989274812895	0.42859463420046784	5.0	0.42185453806705864	0.47003994834571355	5.0			5.0	0.14145102476365054	0.5536872464975229	5.0			5.0	0.988778764505558	0.5835836047715804	5.0	0.9446424128564447	0.5828440954547224	5.0	0.029131385693295694	0.5488968126338132	5.0			5.0	0.5664282436347134	0.7588365835167956	5.0			5.0	1.0804177755905437	1.2561630349247872	5.0	1.581323726935375	1.2562905355989968	5.0	0.30387990228534784	1.1839737361734066	5.0			5.0	0.05141873416509245	1.6229602331674453	5.0
8083	4.6487198664651			5.0	25.185827564809458	0.5310996388111765	4.5			5.0			5.0			5.0	4.981434546899863	0.6599669368239133	5.0			5.0	26.780462041337582	0.6248960665223047	5.0			5.0			5.0			5.0	3.0242523280743367	0.5484961825587142	5.0	68.82685781445805	0.5643096384455142	4.5			5.0			5.0			5.0	4.869062736244977	0.560848769292387	4.5			5.0	74.29146490845964	0.8283576376090309	4.5			5.0			5.0			5.0	6.185302997796144	0.8233319696211572	4.5			5.0																			92.11074891236724	1.0823221859783458	5.0			5.0			5.0			5.0	4.001302801122706	0.8018209636242739	5.0			5.0
8113	4.90277103561231			5.0			5.0			5.0			5.0			5.0	2.8123903863003243	0.0	5.0			5.0			5.0			5.0			5.0			5.0	1.4842302425406886	0.0	5.0	15.0070997509397	0.5147066652746878	5.5			5.0	12.395353878961332	0.8013331886557373	5.5	38.941200659791754	0.7859907157052974	6.0	0.1177167269397126	0.4430593562007977	5.0			5.0	17.858489015915453	0.5006279976657259	6.0			5.0	11.626223524936945	0.5571055217768522	5.0	37.64914160213515	0.546475249205786	4.5	0.46650057904935766	0.4309261645319945	5.0			5.0	14.689024517728301	0.6145852158713355	5.0			5.0	11.87298965258403	1.0112425811806567	4.5	38.317412515511336	0.9917071050070722	4.5	0.7726315802873583	0.575815788828278	5.0			5.0	15.657404652908951	1.3628660766753438	5.0	2.1716372900074967	0.5344743074879384	5.0	11.487310179557799	1.0894219358895392	5.0	40.742916978272184	1.0686343980341007	5.0	0.4667152769248267	1.2771268005555736	5.0			5.0
9422	5.935895			5.0			5.0			5.0			5.0			5.0	2.208601316952468	0.0	5.0			5.0			5.0			5.0			5.0			5.0	5.02402401767212	0.0	5.0			5.0	16.780692075379573	0.35402500922798597	6.5	30.032331542570226	0.3042257329488567	4.5	86.00456659473697	0.29973296739970884	5.0			5.0	3.512623268554165	0.3931948602808517	5.0			5.0	20.12208568640341	0.49934657738631644	4.5	38.36711536288453	0.47980536862492534	5.0	104.20072296471976	0.47065007999432207	5.0			5.0	3.2354628561755603	0.5368012585227135	5.0	41.76010782519154	0.5326568066203791	4.5	16.434838673828768	0.20850215301672834	5.0	31.330394740735972	0.2099328267192209	5.0	92.9482762618837	0.1962663713602169	4.5	0.4636482145583448	0.5259241297919892	5.0	3.644464377434554	0.2012765668325759	5.0	54.637721528449596	0.8505297125361069	4.5	19.35412229664494	0.317976611995541	5.0	40.59619132548715	0.29131433817871405	4.5	107.96394555541904	0.28575569498162595	4.5	0.9981126286253506	0.8453695259748624	5.0	4.754510374019708	0.39470805909322765	5.0
9452	5.12243857379367			5.0	2.8203834602613607	1.9372963890314936	5.0	6.924823490544012	2.0101183902131337	6.0	27.32332151369028	1.971448212309507	5.5			5.0	0.23101243794519324	2.1981048584290837	5.0			5.0	0.10863775208269327	3.4749239339933067	5.0	1.8365015122856883	3.6576230947810124	5.0	37.62688442566535	3.875300456732262	6.0			5.0	5.3994774903229	4.725162422653419	5.0	13.924441029328026	0.7728076545484889	6.5	9.760435505912648	1.3555000020570607	4.5	11.071606285053292	1.3023252117827637	5.5	36.40082697369178	1.4282229081131286	6.5	1.129888857999551	0.48589123718709026	5.0			5.0	16.1708531373518	1.9786460139488835	4.5	10.307846185524319	4.2389916401707906	8.5	5.342210500008112	3.3256761516172024	5.0	37.72308689169244	3.647270688390355	6.5	2.0236375211767306	1.9666415155535466	5.0			5.0	15.920378044547295	1.3708592293610902	5.0	8.822093238222603	2.341898849609393	5.0	14.11675187021365	2.370398436932775	5.0	35.09077519124156	2.205158378545294	5.0	1.2784248129010831	1.2924468975189836	5.0			5.0	17.98409399947464	4.127663089581	5.0	16.690957837220456	5.331592737813685	5.0	3.800179786959577	4.860055715434281	5.0	32.21364163478899	5.270470291667198	5.5	3.7458171441565375	3.892087496300957	5.0			5.0
9743	5.44012039584156			5.0	0.44654622293043356	0.0	5.0			5.0			5.0			5.0			5.0			5.0	2.0458831484187763	1.1826554136375225	4.5			5.0			5.0			5.0			5.0	15.89994031140164	0.7483299339433016	5.0	3.9193946514490596	0.79541857267448	5.0	5.929341276741454	0.7642910130091193	5.0	16.60497371452914	0.8656588558539894	5.0	1.44382033373914	0.7488676760369376	4.5			5.0	24.580997689468393	2.0655851645321963	5.0	8.075195274281715	2.1304577568336316	5.5	10.2835170443843	2.0470853624515644	5.0	23.590909540590562	2.0080244044666262	4.5	2.533354752698735	2.0530532039786156	5.0			5.0	13.967902894482268	1.1856166492969133	5.0	3.836149848989299	1.2791158828319442	5.0	6.779184926156777	1.2281059969010102	5.0	18.972257272373714	1.2042682953007466	5.0	0.5481523514802997	1.1781278505494943	5.0			5.0	51.83489198237835	5.858823414321505	9.5	16.31628799968988	3.876171130687217	7.5	16.29133071682339	3.041027438401723	5.0	34.48382002056813	2.983000818124541	5.0	6.0188432473080145	4.224649724024453	5.0			5.0
16625	6.630648			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	12.39285830250872	0.43619629181455977	5.5	3.846844584574227	0.27853587241560585	4.5	5.352104517423425	0.2675732133944057	4.5	13.85652903862326	0.26243251484624774	4.5	0.7486039429263955	0.38775797878315615	5.0	0.8001844702076012	0.24475144220431447	5.0	17.084691522072877	0.8215428197355239	4.5	7.170493805815537	0.3871962054921244	5.0	6.482464878321797	0.4159576583460559	5.0	22.20229202366101	0.4469642433794754	6.0	1.116046135867527	0.8165584974299374	5.0	0.5602371007234358	0.48063114390372874	5.0			5.0	3.0851614260642464	0.422449762872809	5.0	5.508232134659212	0.3862134599568533	5.0	15.719442835533357	0.39722668691985563	5.0			5.0	1.1754096995579038	0.5056209425909953	5.0			5.0	4.319961388081318	1.0153272175946173	5.0	13.119385366994038	1.018974543428934	5.0	25.34503817737008	0.9995312302392058	5.0			5.0	0.07066070052021092	1.3163795441691561	5.0
16745	5.56655234405774			5.0			5.0			5.0			5.0			5.0	2.560762758699689	0.0	5.0			5.0			5.0			5.0			5.0			5.0	2.663476002998608	0.0	5.0	20.329489789879027	0.3560322236188388	5.0	5.1905880883332	0.0	5.0			5.0			5.0	0.7341973316862342	0.2502087497325026	5.0			5.0	21.694869703130298	0.5731092565412206	6.0	4.3631210960569895	0.0	5.0			5.0			5.0	0.9942900726496244	0.4412351949924633	5.0			5.0	21.36155133945955	0.5794789966505755	4.5	6.853565760768447	0.5708506187806062	4.5	18.392533049156434	0.5776408636105567	5.0	49.89451381344709	0.5372806066457536	4.5	1.5173015614468444	0.6044386264498208	5.0			5.0	21.10250819835236	0.968579760380938	4.5	7.352952411126704	1.2927362828469806	5.0	14.905757653939883	1.1784040283949222	5.0	43.90092494359483	1.2184451891471222	5.0	0.5270252420335013	1.0147784439706513	5.0			5.0
17072	4.70200977971638			5.0	0.4871963048674991	0.7238282585965031	5.0	2.64482887499453	0.6925723578825277	5.0	6.659741764710592	0.6818338509051749	5.0			5.0	0.10178163485958815	0.8217338820637622	5.0			5.0	1.0868542934645928	0.798828875620111	5.0	0.09643656285584422	0.8408284612116663	5.5	6.9121006353291925	0.7529217005560699	4.5			5.0	1.008134096548798	0.9915955549839014	5.0	5.25835758500906	0.33542826249256674	6.5			5.0			5.0			5.0	0.8573992118541556	0.2582383689780058	4.5			5.0	4.911347253619318	0.34758337139006074	6.0			5.0			5.0			5.0	0.5496244642921064	0.2442874138335255	5.0			5.0	3.7128131325975975	0.36058044640941456	5.0			5.0			5.0			5.0	0.13128453161389997	0.35831995065674477	5.0			5.0	3.73217500400799	0.6997011677938496	4.5			5.0			5.0			5.0	0.54637748870741	0.7376425462457777	5.0			5.0
17260	4.88512714601353			5.0	0.5072622525003774	0.6653357910267181	5.0	0.10633835297518152	0.7000942890554408	5.0	3.7209776595309076	0.7416383954018186	6.0			5.0	2.2518751122866343	0.9063054723254627	5.0			5.0	2.1621694498390522	1.0043902525130732	7.5	2.485807376998944	0.8511248686030124	6.0	2.213874758376893	0.7729527009897198	5.0			5.0	2.0817571267263806	1.0179763207095152	5.0	3.3835673869189544	0.32117701367009355	6.0			5.0	0.74419629774923	0.4828074343702407	5.0	2.6598487342481483	0.4735634459513106	4.5	0.08520342932641806	0.22571732724923185	5.0			5.0	4.378307374170225	0.5028363510184611	7.0			5.0	0.08196016464078326	0.5874505527385772	5.0	3.5616434886806014	0.7439242663607827	7.0	0.3627699418937405	0.31609218614529705	5.0			5.0																			4.852222836815638	0.7246682105001703	5.0			5.0	0.7172345579862136	0.8900736793238617	5.0	4.069811141178803	0.8730899564028274	5.0	0.6573165943113896	0.7202716290453051	5.0			5.0
17566	6.101534			5.0			5.0			5.0			5.0			5.0	0.4924518598356799	0.0	5.0			5.0			5.0			5.0			5.0			5.0	0.02087464164149466	0.0	5.0	19.28954227849252	1.1062531078160918	5.0	8.179389728622942	1.2075991675844016	5.0	16.79686195398041	1.2970548492345109	5.5	47.91611438590089	1.137897327854721	5.0	1.7676116622140203	1.09954144056259	5.0	1.2563846592810037	1.0608585651338338	5.0	14.559810485902378	0.8972069068279804	4.5	5.998067594127027	0.8452913031678128	5.0	10.625101048824725	0.908080673567047	5.5	32.59276659190307	0.8907533545955952	5.5	0.22457843305341163	0.8917635284782212	5.0	0.687225105147367	1.0492699055690453	5.0																					5.0	3.854000710823236	2.3270157526917243	5.0	5.498106911883197	2.2359513443755437	5.0	31.287431419991016	2.1932865864125155	5.0			5.0	3.9801188560896916	2.754125947320918	5.0
17777	4.13366013096712			5.0	2.8779742171142937	0.6185253933085139	7.5	6.327668000106089	0.5557748894155632	6.5	16.400775681204	0.46067867184801203	5.0			5.0	0.5022068136265112	0.6078597080641495	5.0			5.0	5.018957533667528	0.9911334660995765	8.5	6.311780956274965	0.7528963206613145	5.0	17.266476003841905	0.7385301139128966	5.0			5.0	1.394787850436277	0.7534051604649087	5.0	7.105645400085547	0.34245810157780243	5.5			5.0			5.0			5.0	0.4449191664284916	0.294763320183048	5.0			5.0	6.765953607481632	0.5496730595538729	7.0			5.0			5.0			5.0	0.31982499740547526	0.47314274152560554	5.0			5.0	6.890219618399572	0.5060445630730045	5.0			5.0			5.0			5.0	0.754788621326274	0.5029067038342994	5.0			5.0	7.540688969630725	1.07186131092775	4.5			5.0			5.0			5.0	1.0906467430981515	0.9003920997406026	5.0			5.0
18028	3.73094591607022	5.4346040619715685	0.9879197343405788	5.0	1.960306008112222	0.8252503514560223	5.0	3.1725016911766275	0.7928223132302117	4.5	8.38766382950462	0.7775637548371209	5.0	1.4571340890012268	0.9818818588988252	5.0	2.8216126836724307	1.0255960512440825	5.0	9.164026362366625	1.2543223137222779	5.0	5.020692817809128	1.1930236433643029	5.0	2.1292078106811387	1.0253144302684145	5.0	7.050678712146759	1.005750144080393	5.0	3.247968846720588	1.246712306627943	5.0	0.7378376378343108	1.3245698344969679	5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	4.368253587866348	0.8934374906315898	5.0			5.0			5.0			5.0	1.3098335413770674	0.8877918021595336	5.0			5.0	9.338175618721872	2.0934191443784154	5.0			5.0			5.0			5.0	0.7519611944699335	2.224381443025399	5.0			5.0
18090	4.77562372049334			5.0	15.535763896215906	1.2133847487606573	4.5	36.95883648059877	1.1653484774222072	5.0	115.8790370827182	1.251948206518246	5.0			5.0	3.089121600129457	1.5091440158260616	5.0			5.0	17.014086241875795	1.4528508855224351	5.0	37.20312256683592	1.395995659635762	5.0	116.97279523889605	1.3693583103542046	4.5			5.0	4.158821646317413	1.8034406668385117	5.0	36.66693740037747	0.5843999103187185	5.5			5.0			5.0	103.94211560303268	0.38043353499985344	6.0	1.7098356554285972	0.5030262112837597	5.0			5.0	44.029306109815614	0.6567530397261138	4.5			5.0			5.0	120.27489511721616	0.5756478761990451	6.0	0.7852599844693469	0.6527685014326445	5.0			5.0																			49.357566248850006	1.1791802908382572	4.5			5.0			5.0	128.8253435710148	1.1100980862079097	5.0	2.3370565805324532	1.2431214813592535	5.0			5.0
18846	6.335054			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	29.827686141268288	0.6511929387896506	6.5	12.582689715658267	0.4606027167496542	6.5	19.508208065362684	0.4050569580124634	6.0	54.120539464224414	0.35535965401619013	4.5	1.6377492035549022	0.5284180465724677	5.0	3.410388861984796	0.4685836432884176	4.5	31.826454531586876	0.59980714662483	4.5	10.961002764108418	0.6482377410566741	5.0	21.3867648473709	0.7628567047340599	6.5	58.48629166127357	0.610984751874416	5.0	3.493378654521712	0.5961681005911602	5.0	3.057613560707833	0.804665031801081	5.0																					5.0	8.850737317972378	1.0500335473317906	5.0	19.04366427104797	1.0089419975260139	5.0	58.367070595778785	0.9896901179039195	5.0			5.0	1.5072457180464875	0.9626386026417789	5.0
18970	3.72458828704365	62.332027447849015	1.0052123677719436	5.5	22.26761694078446	1.4792022440647707	4.5	33.72091117442308	1.58867795894078	5.0	93.83523161431924	1.558188986862368	5.0	3.6154474325604706	0.7738577363267366	5.0	4.4023359806729845	1.8384699971044651	5.0	96.57533798779417	2.283835599149639	4.5	34.90723015072008	2.626042138062964	5.0	58.52834262145341	2.7641101084508435	6.5	144.85734983652173	2.7113674183846888	6.0	9.133339660218947	2.2699795073609508	5.0	5.742155906159416	2.5249811016262	5.0	55.6014944935518	0.5996795226261201	6.0			5.0			5.0			5.0	4.783172898462345	0.5161868649746867	5.0			5.0	107.47289361636548	1.8141994191391702	6.0			5.0			5.0			5.0	14.289631329752629	1.5616106191239973	5.0			5.0	50.214459058205776	0.9040121379077926	4.5			5.0			5.0			5.0	7.7511349037921216	0.8984358556774822	5.0			5.0	105.86024161790101	2.8355418836730535	4.5			5.0			5.0			5.0	9.908118801689088	2.8183385750702468	5.0			5.0
18976	6.327052			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	10.027753718546204	0.6928967688014013	5.0	5.859455796992891	0.577760370027254	5.0	5.02028465014735	0.49641904758688266	4.5	18.029782141979798	0.5443539154504008	5.5	0.0442588125327677	0.6885542964854295	5.0	0.6225673507629681	0.4540332090832936	5.0	10.600325256135642	1.0124801115028752	5.5	3.656023269977563	0.619725892360895	4.5	5.34092787455279	0.595473812571238	4.5	14.304356401575237	0.6530564262064272	5.5	0.6560898096584176	1.006337367531248	5.0	0.49656047350495414	0.6662099111597422	5.0			5.0	5.902508296717741	0.8121906750616553	5.0	3.501740350868639	0.906963299752481	6.5	16.956637886323566	0.797775424762577	5.0			5.0	0.8811886756386654	1.0150207468111536	5.0			5.0	6.089927520268082	1.1423865433434832	5.0	2.9558969953124494	1.0976808921170806	5.0	16.416280402733292	1.076735763011118	5.0			5.0	0.2934750327326651	1.4180576754603984	5.0
19342	5.974287			5.0			5.0			5.0			5.0			5.0	0.8202897409202932	0.0	5.0			5.0			5.0			5.0			5.0			5.0	0.48681992615849107	0.0	5.0	17.851975430455962	0.7472688151246435	5.5	10.219652184098756	0.8638857003110241	4.5	9.951586778949007	1.011503104993773	6.5	30.450383473154357	0.8139818303949127	4.5	0.07186714883503799	0.6642779824580967	5.0	0.39324072669118776	0.9296282506401995	5.0	12.887135432657832	0.5914442675956934	5.0	5.447229733314101	0.6280749937348881	5.0	6.650375742259873	0.7983504098797627	8.5	19.437215848012304	0.5919807192651295	4.5	0.4523494891940115	0.5878559593730558	5.0	0.21006429104127639	0.7796367795296014	5.0																					5.0	1.397057331144277	1.3501725269708784	5.0	1.69244025984549	1.3606569207040413	5.0	18.705190144532168	1.2725806816398275	5.0			5.0	5.479579706894102	1.7577877176592647	5.0
19519	3.60450973158305	36.4805083067548	0.6381726258494539	6.0	13.84451052847953	0.4663107116445836	4.5	26.264319956494774	0.4479238236356961	4.5	75.8026583682592	0.5380439071305574	6.5	1.199160199618379	0.5751311802201682	5.0	4.376729745873899	0.6479412466230275	5.0	34.66046337495895	0.7000043720234078	5.0	14.783303755255863	0.8766821607232714	6.5	23.746580654442297	0.7689791629864552	6.0	69.58303579911788	0.8263009055429641	6.5	1.2943046719482727	0.6223043608141943	5.0	2.5090339083605318	0.6282931982352312	5.0	36.31483311071519	0.5343023417584565	6.0			5.0			5.0			5.0	1.0316349641396156	0.37546654397108875	5.0			5.0	36.25414468890167	0.6229092025749837	5.5			5.0			5.0			5.0	1.5857313442830472	0.619129995748441	5.0			5.0	33.4799646911513	0.48091396661018326	5.0			5.0			5.0			5.0	1.2067845263973687	0.3612781959305976	5.0			5.0	36.5348255925083	0.8267106171085195	5.0			5.0			5.0			5.0	2.9128269970529908	0.8875319749915502	5.0			5.0
19606	5.88913558713673			5.0			5.0			5.0			5.0			5.0	0.10646286624600311	0.0	5.0			5.0			5.0			5.0			5.0			5.0	1.4265671033033644	0.0	5.0	13.36990097329567	0.5957646645451254	5.5	4.899463275218443	0.7154171682108187	4.5	6.231744642436821	0.6836145676321105	4.5	19.6164543325836	0.7535715869617928	5.5	0.3473389579249384	0.529581817260471	5.0	1.0916584053944371	0.769850185056659	5.0	18.957910443872372	1.6341972836202927	6.0	5.880048191378463	1.0129654521767795	5.0	9.050266469582134	0.9733245088610729	4.5	28.08730882583219	1.0674454726249418	6.0	0.9291783137893218	1.4528024919158813	5.0	2.2578355750079795	1.2574057728579855	5.0			5.0	4.67756590829639	0.6321121119441782	5.0	6.737494843236191	0.6065334712225591	5.0	20.016556876251226	0.5945954202046541	5.0			5.0	0.8267714459980675	0.7893514157437167	5.0			5.0	4.493610328209023	1.0647126002728575	5.0	8.142600005613863	0.9754366667174996	5.0	27.884527275514976	0.9568241108591397	5.0			5.0	3.20559916271962	0.9760959088844158	5.0
20961	7.04457065169479			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.2689033599248032	0.751630359038089	5.0	2.4079706590438352	0.6457827394428435	5.0	6.066511263474282	0.7081901293994584	5.0			5.0	1.2022413332011335	0.8355304105633717	5.0			5.0	5.099552211214218	1.2768531396357718	8.0	4.721390706334485	0.8675389379433733	5.0	9.990796308294891	0.9514303844225802	5.0			5.0	1.675232926250725	1.1207448891075653	5.0			5.0	1.4481611705659139	0.9428292277533317	5.0	1.7551864378123354	0.9042277176429139	5.0	6.808235125727051	0.886104120802912	5.0			5.0	1.565262346601286	1.176175132945151	5.0			5.0	5.7984272910984425	2.0153641084123306	5.0	2.860828940292295	1.9364957381132524	5.0	12.426034815023504	1.8995449689602233	5.0			5.0	3.711925311824668	2.501694859270361	5.0
22251	5.79838391626917			5.0			5.0			5.0			5.0			5.0	4.867965555002834	0.0	5.0			5.0			5.0			5.0			5.0			5.0	0.8558618445881134	0.0	5.0	39.961938312804996	0.7286560463604883	5.0	15.332657262735621	0.7720485055049084	5.5	32.34225076990412	0.6633519078713044	4.5	94.52353789572466	0.6506400637336148	4.5	0.22878394810570205	0.7241625152268238	5.0	2.871681405108265	0.8579484927626444	5.0	33.01039229899548	0.6369745063800957	4.5	11.10784076526204	0.5757315528058828	5.0	23.7243460174921	0.5532011281001348	5.0	66.48846868435064	0.5426453562607179	4.5	0.8811277315707058	0.6331099649783449	5.0	2.64738200478784	0.505342529438449	5.0			5.0	16.934773221661594	1.0863907199363059	5.0	32.70996805880251	0.9940053300356553	5.0	95.27480172235104	0.9701750283085986	5.0			5.0	5.712618635064304	1.2930933323489868	5.0			5.0	7.74573154934929	1.9338098087925741	5.0	22.123901406523924	1.8581329484919757	5.0	68.14371083767043	1.9116402261359589	5.0			5.0	1.8525434075258083	2.4004605605850933	5.0
10000626	4.46468607001795			5.0	2.375575067438536	0.5414259749210767	5.0	1.9550639755665156	0.520179936700919	5.0	10.588556123615154	0.6036735202253869	6.0			5.0	0.6791408469294082	0.6724537273333726	5.0			5.0	2.6523425921700063	0.7908925378912254	5.5	1.769953337915551	0.6937290491891277	5.0	10.248873165675938	0.7454414490505856	5.0			5.0	1.048314307453176	0.8962056367721389	5.0	4.897148916224992	0.22930826923854997	7.0			5.0			5.0			5.0			5.0			5.0	6.588472034092361	0.44481423608403503	7.0			5.0			5.0			5.0	0.8565423821670011	0.27961841666293624	5.0			5.0	4.84415452752186	0.33708550933509335	4.5			5.0			5.0			5.0	0.5973299112747349	0.3349884624585074	5.0			5.0	5.072393737184233	0.5643985040864461	5.0			5.0			5.0			5.0	0.5393417865287936	0.5609742832359202	5.0			5.0
10001587	3.43070237834676	2.0946199154142655	0.5256862650677684	5.0	0.013702534556749742	0.5810395166071814	9.0	2.1593561529084404	0.39472893529634584	5.0	3.9272411309747097	0.5475639293944089	8.5	1.2847959803404643	0.5224969124086348	4.5	0.24040920613621014	0.3608224805636162	5.0	2.0413861956134807	0.6499841897131748	5.0	0.09112287503141728	0.5178715239627951	4.5	1.9381275090069439	0.49760536811144207	5.0	2.096267206579933	0.48811043314995894	5.0	1.697273809714066	0.45681977277206276	5.0	0.27640972530589314	0.6428399334160338	5.0	2.473806908063592	0.4081457798342055	6.0			5.0			5.0			5.0	0.17195030945026632	0.3312277992954084	5.0			5.0	2.405832119103134	0.6329830652663954	5.0			5.0			5.0			5.0	0.7202650583344861	0.6291427400451053	5.0			5.0	3.549167788035872	0.7094559795232117	5.0			5.0			5.0			5.0	0.01777310659513138	0.7050446661366442	5.0			5.0	3.705006754355756	1.1383067661597377	5.0			5.0			5.0			5.0	0.47923333455614486	1.1314006285016076	5.0			5.0
