ID	redshift	LF(Ha) MAST	LF err(Ha) MAST	LF(Ha) JADES	LF err(Ha) JADES	LF(Hb) MAST	LF err(Hb) MAST	LF(Hb) JADES	LF err(Hb) JADES	LF([OIII]4959) MAST	LF err([OIII]4959) MAST	LF([OIII]4959) JADES	LF err([OIII]4959) JADES	LF([OIII]5007) MAST	LF err([OIII]5007) MAST	LF([OIII]5007) JADES	LF err([OIII]5007) JADES
3184	3.46762	1.7894352705776664	0.07054837078969323	1.4305468057790283	0.03051990300144007												
3334	6.70593	0.06081332248980852	0.021930346516888785	0.04601597028628308	0.023987256818785215	0.01895553609560047	0.011893023030593244	0.04553344188604111	0.012176457963395098	0.021915423630159536	0.00625635121844105	0.04566345587571651	0.006683881441243705	0.06814177149910323	0.006150571662795541	0.1285148566036896	0.005690543287746418
3968	5.76847043540196	0.023808633138686742	0.015704186964259306	0.018113115357041028	0.01973198896033081	0.04253930762796986	0.02008917131531045	0.03720211801635737	0.01721134889832481	0.04098444901783517	0.014674418417860352	0.054790828716056	0.01509254800933671	0.090029721872037	0.01016191695566607	0.10220904651575917	0.010481057861929828
4197	3.748809	0.04534620256710481	0.019619360435687783	0.009505179487294175	0.03256591461068008												
4270	4.02261238702772	2.694426729295789	0.015068645157731897	2.673593483034569	0.0237858036405141												
4282	3.599695	0.09555519860355095	0.026959204145557372	0.29443835560386444	0.07678152060498106												
4297	6.712776	0.1853161464829511	0.022584592845541117	0.27272707550820824	0.030332668677295	0.0300083323775873	0.012321743655632492	0.06660060736395276	0.5158935335496777	0.07761474908565379	0.006563879211867761	0.11907065045185025	0.026095119604685652	0.29290104734124556	0.00719534805315588	0.36251348214255685	0.028606989746757305
4404	5.763688	0.36723073179407434	0.013963134746025311	0.47590560588447284	0.02248813613383019	0.1619365890247283	0.014283040617327292	0.16232118610511462	0.028199319341495742	0.2329649709488153	0.011355716997665098	0.2827232171891399	0.01903332534816813	0.6840033334469877	0.010278762844935795	0.7682029856128029	0.017274602940164592
5329	3.5873007444784	0.2919736734022604	0.02520824422160159	0.3485339884367329	0.036538975695242164												
5457	4.8631511339788			0.17575580708935698	0.015399133757093219												
5759	5.05189382127941	0.23196577727393689	0.022777444374030113	0.27540138044205575	0.03204683629399931	0.1246636986706597	0.033002831074890666	0.10955446195019802	0.04155123473698142	0.15278307073234382	0.023857758200532347	0.1570369611377919	0.019059958722530166	0.4595461473216028	0.03136673168861384	0.3147974161679142	0.026414296960614096
6002	5.93685818347379	0.14768563780811417	0.009996096565438687	0.16146483352270322	0.01566463649112133	0.049774153692642535	0.006284995012884055	0.07135891374233441	0.009159814479506598	0.0679308037773321	0.003318486421680531	0.09263964511568559	0.005452427835966576	0.21061961953859476	0.004201283588199387	0.23901970689034127	0.005347320647291552
6246	5.56159788939357	0.12933491564930863	0.014850447722288464	0.11961642451122675	0.009473147486448234	0.06490611892230082	0.015156191674641755	0.055650533443495805	0.008488081833824386	0.06698810085297675	0.012884548651808618	0.05684060582889507	0.008132475240403897	0.16635029966971174	0.013852941132259905	0.18010690558082063	0.007982139029546654
6384	5.61541238216689	0.02391641439288939	0.01923055283599694	0.11166116098234122	0.033304081555824115	0.04674026584218947	0.012527557360928244	0.1398293144311351	0.03631841148550926	0.030515196655653568	0.008292623944108443	0.10400106232101988	0.019940544742548	0.07113002580131263	0.008138865420948127	0.1305922530156247	0.017505596901331532
7507	4.04428024657048	0.4821106046115886	0.028892615980856285	0.5384087416202092	0.04360083352424922												
7624	4.845	0.07887214166881791	0.013047487782617558	0.12002356223597647	0.03048040808561459					0.059869984052503385	0.016381540566061885	0.14167631884384027	0.039184908296853574	0.030241769242291786	0.013891000628480676	0.07080050386198211	0.029719576574407523
7762	4.14863310108243	0.7086248037857622	0.009832188210634588	0.7914315328143104	0.01322268030769244												
7809	3.57819206358422	0.8734113891633204	0.05726661875630864	0.922144547627235	0.03561258721928476												
7892	4.22872754610498	0.5125361324578421	0.010113168844278448	0.5946554566534729	0.014737718477919869												
