ID	redshift	EW(Ha) MAST	EW(Ha) JADES	EW(Hb) MAST	EW(Hb) JADES	EW([OIII]) MAST	EW([OIII]) JADES
9743	5.44012039584156	-896.2209746417523	-994.4844428672891	-60.41896588259573	-87.35001168373579	-758.5250420632547	-722.3973702093009
