ID	redshift	LF(Ha) MAST	LF err(Ha) MAST	LF(Ha) JADES	LF err(Ha) JADES	LF(Hb) MAST	LF err(Hb) MAST	LF(Hb) JADES	LF err(Hb) JADES	LF([OIII]) MAST	LF err([OIII]) MAST	LF([OIII]) JADES	LF err([OIII]) JADES
10056849	5.8142066790736	2.014224914305142e-05	1.3708793586009408e-06	2.4204179133374926e-05	2.073676334201237e-06	2.9110347048186436e-06		3.478201730877614e-06		1.187938309018304e-05	8.333686451527378e-07	1.3168701562269446e-05	1.6138100397468584e-06
