ID	redshift	EW(Hb) MAST	EW(Hb) unc MAST	EW(Hb) JADES	EW(Hb) unc JADES	EW([OIII]) MAST	EW([OIII]) unc MAST	EW([OIII]) JADES	EW([OIII]) unc JADES
20961	7.04457065169479	-101.86697603562492	41.24659445967082 Angstrom	-163.13246490992458	63.54813481588128 Angstrom	-803.3885629267968	111.1483294945616 Angstrom	-683.6784934687316	105.68666408897835 Angstrom
