NIRSpec_ID	redshift	JADES_FILENAME_PRISM	MAST_FILENAME_PRISM	JADES_FILENAME_G140M	JADES_FILENAME_G235M	JADES_FILENAME_G395M	MAST_FILENAME_G140M	MAST_FILENAME_G235M	MAST_FILENAME_G395M	JADES_FILENAME_G395H	MAST_FILENAME_G395H	NAME	Ha_ini	Ha_end	Hb_ini	Hb_end	[OIII4959]_ini	[OIII4959]_end	[OIII5007]_ini	[OIII5007]_end
8013	8.47315	hlsp_jades_jwst_nirspec_goods-s-deephst-00008013_clear-prism_v1.0_x1d.fits	jw01210-o001_s000006139_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008013_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008013_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008013_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000006139_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000006139_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000006139_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008013_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000006139_nirspec_f290lp-g395h_x1d.fits	Analú			4854	4864	4959	4966	5001	5011
8079	7.258982	hlsp_jades_jwst_nirspec_goods-s-deephst-00008079_clear-prism_v1.0_x1d.fits	jw01210-o001_s000005115_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008079_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008079_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008079_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000005115_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000005115_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000005115_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008079_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000005115_nirspec_f290lp-g395h_x1d.fits	Maribel			4857	4862	4949	4969	5001	5014
8083	4.6487198664651	hlsp_jades_jwst_nirspec_goods-s-deephst-00008083_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009515_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008083_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008083_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008083_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009515_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009515_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009515_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008083_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009515_nirspec_f290lp-g395h_x1d.fits	Marina	6556	6572	4856	4867				
8113	4.90277103561231	hlsp_jades_jwst_nirspec_goods-s-deephst-00008113_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013846_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008113_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008113_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008113_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013846_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013846_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013846_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00008113_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013846_nirspec_f290lp-g395h_x1d.fits	Fabia	6559	6569			4953	4969	5000	5014
9422	5.935895	hlsp_jades_jwst_nirspec_goods-s-deephst-00009422_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013176_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009422_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009422_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009422_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013176_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013176_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013176_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009422_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013176_nirspec_f290lp-g395h_x1d.fits	Nayli			4854	4865	4952	4966	4999	5018
9452	5.12243857379367	hlsp_jades_jwst_nirspec_goods-s-deephst-00009452_clear-prism_v1.0_x1d.fits	jw01210-o001_s000036976_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009452_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009452_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009452_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000036976_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000036976_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000036976_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009452_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000036976_nirspec_f290lp-g395h_x1d.fits	Verónica	6556	6570	4851	4867	4950	4966	4999	5021
9743	5.44012039584156	hlsp_jades_jwst_nirspec_goods-s-deephst-00009743_clear-prism_v1.0_x1d.fits	jw01210-o001_s000002075_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009743_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009743_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009743_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000002075_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000002075_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000002075_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00009743_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000002075_nirspec_f290lp-g395h_x1d.fits	Karolina	6557	6568	4855	4866	4955	4963	5000	5016
16625	6.630648	hlsp_jades_jwst_nirspec_goods-s-deephst-00016625_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009903_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00016625_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00016625_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00016625_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009903_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009903_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009903_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00016625_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009903_nirspec_f290lp-g395h_x1d.fits	Angelina	6559	6568	4853	4867	4954	4963	5001	5021
16745	5.56655234405774	hlsp_jades_jwst_nirspec_goods-s-deephst-00016745_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013577_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00016745_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00016745_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00016745_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013577_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013577_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013577_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00016745_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013577_nirspec_f290lp-g395h_x1d.fits	Shakira	6558	6569	4854	4866				
17072	4.70200977971638	hlsp_jades_jwst_nirspec_goods-s-deephst-00017072_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009849_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017072_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017072_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017072_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009849_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009849_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009849_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017072_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009849_nirspec_f290lp-g395h_x1d.fits	Gladys	6554	6567	4859	4867	4954	4961	5002	5011
17260	4.88512714601353	hlsp_jades_jwst_nirspec_goods-s-deephst-00017260_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013854_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017260_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017260_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017260_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013854_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013854_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013854_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017260_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013854_nirspec_f290lp-g395h_x1d.fits	Albertina	6554	6571	4860	4866	4953	4962	4998	5017
17566	6.101534	hlsp_jades_jwst_nirspec_goods-s-deephst-00017566_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009867_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017566_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017566_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017566_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009867_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009867_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009867_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017566_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009867_nirspec_f290lp-g395h_x1d.fits	Emily	6559	6570	4855	4868	4954	4969	4997	5019
17777	4.13366013096712	hlsp_jades_jwst_nirspec_goods-s-deephst-00017777_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009858_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017777_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017777_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017777_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009858_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009858_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009858_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00017777_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009858_nirspec_f290lp-g395h_x1d.fits	Carol	6554	6577	4861	4864	4954	4966	5000	5013
18028	3.73094591607022	hlsp_jades_jwst_nirspec_goods-s-deephst-00018028_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013352_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018028_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018028_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018028_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013352_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013352_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013352_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018028_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013352_nirspec_f290lp-g395h_x1d.fits	Cathy	6556	6568	4852	4873	4954	4965	5001	5015
18090	4.77562372049334	hlsp_jades_jwst_nirspec_goods-s-deephst-00018090_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009891_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018090_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018090_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018090_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009891_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009891_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009891_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018090_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009891_nirspec_f290lp-g395h_x1d.fits	Kim	6556	6570	4856	4866	4953	4964	4997	5019
18846	6.335054	hlsp_jades_jwst_nirspec_goods-s-deephst-00018846_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013197_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018846_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018846_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018846_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013197_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013197_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013197_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018846_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013197_nirspec_f290lp-g395h_x1d.fits	Rigoberta	6557	6569	4850	4869	4945	4967	4999	5027
18970	3.72458828704365	hlsp_jades_jwst_nirspec_goods-s-deephst-00018970_clear-prism_v1.0_x1d.fits	jw01210-o001_s00000_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018970_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018970_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018970_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_b000000029_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_b000000029_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_b000000029_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018970_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_b000000029_nirspec_f290lp-g395h_x1d.fits	Lili	6557	6569	4856	4868	4953	4965	5001	5013
18976	6.327052	hlsp_jades_jwst_nirspec_goods-s-deephst-00018976_clear-prism_v1.0_x1d.fits	jw01210-o001_s000008253_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018976_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018976_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018976_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000008253_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000008253_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000008253_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00018976_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000008253_nirspec_f290lp-g395h_x1d.fits	Nataly	6559	6569	4858	4868	4954	4963	5000	5014
19342	5.974287	hlsp_jades_jwst_nirspec_goods-s-deephst-00019342_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009880_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019342_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019342_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019342_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009880_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009880_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009880_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019342_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009880_nirspec_f290lp-g395h_x1d.fits	Barbara	6558	6569	4848	4868	4952	4962	5001	5014
19519	3.60450973158305	hlsp_jades_jwst_nirspec_goods-s-deephst-00019519_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009873_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019519_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019519_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019519_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009873_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009873_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009873_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019519_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009873_nirspec_f290lp-g395h_x1d.fits	Paula	6548	6576	4853	4870	4952	4967	4996	5014
19606	5.88913558713673	hlsp_jades_jwst_nirspec_goods-s-deephst-00019606_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009414_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019606_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019606_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019606_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009414_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009414_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009414_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00019606_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009414_nirspec_f290lp-g395h_x1d.fits	Itzel	6558	6569	4852	4867	4950	4968	5000	5012
20961	7.04457065169479	hlsp_jades_jwst_nirspec_goods-s-deephst-00020961_clear-prism_v1.0_x1d.fits	jw01210-o001_b000000167_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00020961_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00020961_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00020961_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_b000000030_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_b000000030_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_b000000030_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00020961_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_b000000030_nirspec_f290lp-g395h_x1d.fits	Tamara			4857	4865	4951	4965	5002	5014
22251	5.79838391626917	hlsp_jades_jwst_nirspec_goods-s-deephst-00022251_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009842_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00022251_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00022251_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00022251_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009842_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009842_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009842_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-00022251_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009842_nirspec_f290lp-g395h_x1d.fits	Diana	6558	6567	4844	4868	4953	4966	5000	5013
10000626	4.46468607001795	hlsp_jades_jwst_nirspec_goods-s-deephst-10000626_clear-prism_v1.0_x1d.fits	jw01210-o001_s000000626_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10000626_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10000626_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10000626_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000000626_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000000626_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000000626_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10000626_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000000626_nirspec_f290lp-g395h_x1d.fits	Ulrica	6553	6570	4856	4866	4955	4965	5003	5016
10001587	3.43070237834676	hlsp_jades_jwst_nirspec_goods-s-deephst-10001587_clear-prism_v1.0_x1d.fits	jw01210-o001_s000001587_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10001587_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10001587_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10001587_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000001587_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000001587_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000001587_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10001587_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000001587_nirspec_f290lp-g395h_x1d.fits	Ofelia	6556	6571	4858	4869	4948	4963	5001	5011
10001892	4.770522	hlsp_jades_jwst_nirspec_goods-s-deephst-10001892_clear-prism_v1.0_x1d.fits	jw01210-o001_s000001892_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10001892_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10001892_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10001892_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000001892_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000001892_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000001892_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10001892_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000001892_nirspec_f290lp-g395h_x1d.fits	Fermina	6554	6570	4857	4865	4953	4962	5001	5010
10005113	5.820838	hlsp_jades_jwst_nirspec_goods-s-deephst-10005113_clear-prism_v1.0_x1d.fits	jw01210-o001_s000005113_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005113_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005113_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005113_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000005113_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000005113_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000005113_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005113_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000005113_nirspec_f290lp-g395h_x1d.fits	Alexa			4855	4870	4950	4965	5000	5016
10005217	4.8883230178694	hlsp_jades_jwst_nirspec_goods-s-deephst-10005217_clear-prism_v1.0_x1d.fits	jw01210-o001_s000005217_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005217_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005217_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005217_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000005217_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000005217_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000005217_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005217_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000005217_nirspec_f290lp-g395h_x1d.fits	Andrea	6556	6570	4857	4865	4951	4971	4999	5014
10005447	6.62257640301802	hlsp_jades_jwst_nirspec_goods-s-deephst-10005447_clear-prism_v1.0_x1d.fits	jw01210-o001_s000005447_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005447_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005447_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005447_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000005447_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000005447_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000005447_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10005447_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000005447_nirspec_f290lp-g395h_x1d.fits	Tatiana	6559	6566	4855	4870	4952	4962	5003	5016
10009506	3.59928686455817	hlsp_jades_jwst_nirspec_goods-s-deephst-10009506_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009506_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009506_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009506_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009506_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009506_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009506_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009506_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009506_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009506_nirspec_f290lp-g395h_x1d.fits	Anhelia	6555	6568	4856	4866	4953	4966	5000	5014
